Format Version,1.25,Take Name,Jump_forward_014,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2025-08-27 08.56.22.041 PM,Capture Start Frame,1787472,Total Frames in Take,571,Total Exported Frames,571,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,LFoot,LFoot,LFoot,LFoot,LFoot,LFoot,LFoot,RFoot,RFoot,RFoot,RFoot,RFoot,RFoot,RFoot,Waist,Waist,Waist,Waist,Waist,Waist,Waist
,ID,F166F33A839B11F034C857AE43D8E3B6,F166F33A839B11F034C857AE43D8E3B6,F166F33A839B11F034C857AE43D8E3B6,F166F33A839B11F034C857AE43D8E3B6,F166F33A839B11F034C857AE43D8E3B6,F166F33A839B11F034C857AE43D8E3B6,F166F33A839B11F034C857AE43D8E3B6,BBD91479839C11F034C857AE43D8E3B6,BBD91479839C11F034C857AE43D8E3B6,BBD91479839C11F034C857AE43D8E3B6,BBD91479839C11F034C857AE43D8E3B6,BBD91479839C11F034C857AE43D8E3B6,BBD91479839C11F034C857AE43D8E3B6,BBD91479839C11F034C857AE43D8E3B6,84966C9E839D11F034C857AE43D8E3B6,84966C9E839D11F034C857AE43D8E3B6,84966C9E839D11F034C857AE43D8E3B6,84966C9E839D11F034C857AE43D8E3B6,84966C9E839D11F034C857AE43D8E3B6,84966C9E839D11F034C857AE43D8E3B6,84966C9E839D11F034C857AE43D8E3B6
,Parent,,,,,,,,,,,,,,,,,,,,,
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,0.055972,0.046577,0.843049,-0.532885,-1271.283569,1947.153442,35.280655,-0.013219,-0.003101,-0.884052,0.467192,-1371.808594,1701.916748,43.457756,-0.615106,-0.783502,-0.060009,-0.064570,-1606.148438,1588.221191,43.167282
1,0.004167,0.055865,0.046601,0.843063,-0.532872,-1271.300415,1947.192871,35.262798,-0.013292,-0.003086,-0.884044,0.467205,-1371.793823,1701.914307,43.456207,-0.615106,-0.783502,-0.060009,-0.064570,-1606.148438,1588.221191,43.167282
2,0.008333,0.056303,0.047147,0.843150,-0.532640,-1271.266968,1947.169067,35.234653,-0.013436,-0.003187,-0.884045,0.467197,-1371.786499,1701.919189,43.445644,-0.615106,-0.783502,-0.060009,-0.064570,-1606.148438,1588.221191,43.167282
3,0.012500,0.055968,0.046834,0.843096,-0.532788,-1271.288330,1947.146362,35.273945,-0.013277,-0.003074,-0.884046,0.467202,-1371.792358,1701.932373,43.452068,-0.615106,-0.783502,-0.060009,-0.064570,-1606.148438,1588.221191,43.167282
4,0.016667,0.055920,0.046819,0.843146,-0.532715,-1271.273560,1947.160645,35.257362,-0.013404,-0.003145,-0.884001,0.467282,-1371.781372,1701.921509,43.456680,-0.615106,-0.783502,-0.060009,-0.064570,-1606.148438,1588.221191,43.167282
