timestep,position_error,x_error,y_error,z_error,linear_velocity_error,x_vel_error,y_vel_error,z_vel_error,angular_velocity_error,rx_vel_error,ry_vel_error,rz_vel_error
1.020833,0.04006535985564916,-0.0018554276492415145,0.034645409885054976,0.020037116122277376,0.11398809664284307,0.11082781372141778,-0.0262728694501006,-0.004496466706962292,0.1348891819792562,-0.02789437982113635,0.131954688446498,0.0022260248010127215
1.025,0.040578962253429836,-0.0019040468038429292,0.03514902517068966,0.020188432650512622,0.10651151820838049,0.10400006688052452,-0.02261334855042793,-0.004162459277573631,0.14554191459720833,-0.04540196568462995,0.13824873249763767,0.0028979957538602247
1.029167,0.04108319169363686,-0.0019120127281995192,0.03563074362868063,0.02036229249201943,0.1066454283531965,0.10302232522433566,-0.027252591868135,-0.004116324875036201,0.15027971621721545,-0.03982604455518801,0.1448814719049576,0.0026904237710766443
1.033333,0.04158803358298444,-0.0019159553283834008,0.03610561073625171,0.020549416678858456,0.10646339778517831,0.10263671303423905,-0.02800000936438679,-0.004019910581919153,0.1801084310365359,-0.014698771301748181,0.1794970864835416,0.0019465345056013522
1.0375,0.042009683871305104,-0.002066665737662454,0.03647851467643823,0.02073307499375443,0.10779726576323441,0.10453723194863758,-0.026015245267671294,-0.0039274236095743625,0.18747794727886766,-0.07185552195950284,0.17311872296970332,0.0038304617429756743
1.041667,0.04229275611826119,-0.002384377585616493,0.0366970055325722,0.020888316077422198,0.10370468448816324,0.10099276797953666,-0.02329417628021188,-0.0035360644857489465,0.1984928016839851,-0.033559240082409736,0.1956206353272898,0.00239515335553335
1.045833,0.04280401728290944,-0.002416680647572056,0.03715816670660953,0.021109575959906812,0.10396483949533776,0.10057960202337547,-0.02610160727012742,-0.003337305204319671,0.17457651126050794,-0.02728790195761277,0.17242029649078416,0.0018894572427146789
1.05,0.04320947823027856,-0.0025762158639477395,0.03750163171204912,0.02130844292033307,0.1044677924307159,0.10106217250482363,-0.026277397038185685,-0.0030749550972270917,0.1554011148607851,-0.03643773057539129,0.15105741033665238,0.0018593205410417576
1.054167,0.043688706584838415,-0.002654756723659446,0.03793736596703337,0.021503758119865157,0.09942377577966013,0.09676021501387992,-0.02269948713926359,-0.0026983818051317734,0.19195204854937045,-0.024211564619637582,0.19041264175873382,0.0015540075382966811
1.058333,0.04414098944305549,-0.0027055213128932554,0.03835839307837802,0.0216735041901871,0.09910494090013879,0.09561838148904539,-0.0259422542903604,-0.002431845918157635,0.16430900193692924,0.00046520338428246433,0.1643069605386494,0.0006741082047964607
1.0625,0.04455973733327871,-0.0028509675987544725,0.03869814518784229,0.021906522635560477,0.10388200146177741,0.09985977532882125,-0.028542207025593652,-0.002199526560471482,0.1761094966172012,-0.035919869929557646,0.17240208779912897,0.0013556789845290199
1.066667,0.04485670373871123,-0.0031742518466801872,0.03888853732926553,0.02212983641843469,0.09904438892789283,0.09582025265512574,-0.02500802897389026,-0.001693707781357981,0.1446879090972832,-0.020640768688220568,0.14320616672221823,0.0007372378390313322
1.070833,0.045288869518966,-0.0033192644083690492,0.039289851250627505,0.022279402478451393,0.0924561754091781,0.09061043034538634,-0.018334472287070025,-0.0013196248979385067,0.16733734343596124,0.023479152811010817,0.16568197031982382,2.4544308234883405e-05
1.075,0.04569196788659712,-0.00346150560835623,0.03963707259412305,0.02246500354866121,0.08733902884664045,0.0850612574544386,-0.01979168425882455,-0.0009887741617804133,0.16929717173281725,0.00299878620066496,0.1692704320086192,0.00024593834419980865
1.079167,0.04607686379500224,-0.0036446755078689552,0.03991341121932654,0.022731329095819874,0.09491982307762899,0.09081500707869289,-0.02760246370821476,-0.0007150521813369809,0.17487256097221301,-0.026315125089311886,0.17288083298215953,0.00037994724487724896
