Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,0.064583,0.004219,0.180388,-0.981464,-1.034094,1.635338,0.04513,0.002772,-0.025268,-0.388424,0.92113,-0.971627,1.250256,0.061004,0.286973,-0.920906,-0.196377,0.176113,-1.033404,1.436727,0.116907,jog
1,0.004167,0.064063,0.004427,0.18055,-0.981467,-1.034041,1.63531,0.045144,-0.000866,-0.021425,-0.390808,0.920223,-0.96968,1.246818,0.060833,0.286973,-0.920906,-0.196377,0.176113,-1.033404,1.436727,0.116907,jog
2,0.008333,0.06371,0.004463,0.180427,-0.981513,-1.034072,1.635334,0.045098,5.4e-05,-0.023531,-0.39139,0.919924,-0.967912,1.243696,0.060688,0.286973,-0.920906,-0.196377,0.176113,-1.033404,1.436727,0.116907,jog
3,0.0125,0.063753,0.004244,0.180555,-0.981487,-1.034066,1.635312,0.045089,-0.002238,-0.025581,-0.392218,0.919514,-0.96597,1.24046,0.060639,0.286973,-0.920906,-0.196377,0.176113,-1.033404,1.436727,0.116907,jog
4,0.016667,0.055981,0.003086,0.17939,-0.982179,-1.034084,1.635276,0.045636,-0.003091,-0.026782,-0.392529,0.919345,-0.964178,1.237261,0.060578,0.286973,-0.920906,-0.196377,0.176113,-1.033404,1.436727,0.116907,jog
5,0.020833,0.057378,0.003596,0.179736,-0.982033,-1.034057,1.635255,0.045494,-0.003356,-0.028837,-0.392563,0.919267,-0.962343,1.234159,0.060524,0.286973,-0.920906,-0.196377,0.176113,-1.033404,1.436727,0.116907,jog
6,0.025,0.055817,0.003474,0.179521,-0.982163,-1.034017,1.635228,0.045616,-0.00403,-0.029994,-0.392362,0.919313,-0.960677,1.23102,0.060593,0.286973,-0.920906,-0.196377,0.176113,-1.033404,1.436727,0.116907,jog
7,0.029167,0.053864,0.003196,0.179608,-0.982257,-1.033978,1.635013,0.045818,-0.003174,-0.03142,-0.392633,0.919153,-0.958977,1.228071,0.060614,0.286973,-0.920906,-0.196377,0.176113,-1.033404,1.436727,0.116907,jog
8,0.033333,0.050309,0.002927,0.180764,-0.982235,-1.033673,1.634621,0.04597,-0.002574,-0.033856,-0.39277,0.91901,-0.95726,1.225167,0.060408,0.286973,-0.920906,-0.196377,0.176113,-1.033404,1.436727,0.116907,jog
9,0.0375,0.046229,0.002027,0.180649,-0.982458,-1.0334,1.634422,0.046124,-0.006509,-0.034198,-0.391844,0.919373,-0.955606,1.222026,0.060617,0.286973,-0.920906,-0.196377,0.176113,-1.033404,1.436727,0.116907,jog
