Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,0.000786,-0.018809,0.371161,-0.928378,-0.627756,1.378202,0.047656,0.006685,-0.012975,0.556789,-0.830526,-0.844642,1.185663,0.045017,-0.013396,-0.024134,0.343397,-0.938785,-0.744483,1.256282,0.967234,jog
1,0.004167,0.000749,-0.018771,0.371165,-0.928377,-0.627763,1.378205,0.047647,0.006586,-0.012915,0.556805,-0.830517,-0.844642,1.185671,0.045015,-0.013375,-0.024281,0.343404,-0.938778,-0.744543,1.256265,0.967227,jog
2,0.008333,0.000736,-0.018791,0.371197,-0.928364,-0.627764,1.378212,0.047653,0.006551,-0.012952,0.556802,-0.830518,-0.844649,1.185667,0.045021,-0.013339,-0.024437,0.343421,-0.938769,-0.744609,1.25625,0.967212,jog
3,0.0125,0.000806,-0.018781,0.371153,-0.928381,-0.627758,1.378215,0.047657,0.006594,-0.01295,0.556737,-0.830562,-0.844655,1.185663,0.045025,-0.013321,-0.024692,0.343418,-0.938764,-0.74469,1.256244,0.967177,jog
4,0.016667,0.000711,-0.01871,0.371079,-0.928413,-0.627765,1.37821,0.04764,0.006586,-0.012897,0.556755,-0.83055,-0.844656,1.185671,0.04502,-0.013284,-0.024803,0.343408,-0.938765,-0.744752,1.256226,0.967184,jog
5,0.020833,0.000777,-0.018734,0.371098,-0.928405,-0.62777,1.378221,0.047646,0.006666,-0.012944,0.556684,-0.830596,-0.844664,1.185664,0.045026,-0.013303,-0.025069,0.343438,-0.938747,-0.744836,1.256204,0.967146,jog
6,0.025,0.000703,-0.018702,0.37116,-0.92838,-0.62776,1.378219,0.04765,0.006564,-0.012866,0.556794,-0.830525,-0.844652,1.185673,0.045029,-0.013296,-0.025306,0.343496,-0.938719,-0.744932,1.256199,0.967104,jog
7,0.029167,0.000822,-0.018776,0.371107,-0.9284,-0.627767,1.37822,0.047647,0.006548,-0.012895,0.556706,-0.830584,-0.844656,1.185681,0.045029,-0.013328,-0.02552,0.343538,-0.938697,-0.744995,1.25618,0.967093,jog
8,0.033333,0.000824,-0.018756,0.371091,-0.928407,-0.627769,1.378228,0.047648,0.006602,-0.012883,0.556685,-0.830598,-0.844652,1.185685,0.045032,-0.013418,-0.025741,0.343597,-0.938668,-0.745075,1.25616,0.967077,jog
9,0.0375,0.000716,-0.018733,0.371107,-0.928401,-0.627763,1.378221,0.047647,0.00654,-0.012868,0.556696,-0.830591,-0.844655,1.185688,0.045032,-0.013501,-0.02595,0.343654,-0.938641,-0.745154,1.256133,0.967074,jog
10,0.041667,0.000811,-0.01876,0.371041,-0.928427,-0.627773,1.378223,0.047646,0.006476,-0.012833,0.556719,-0.830577,-0.844653,1.185693,0.045036,-0.013511,-0.026101,0.343734,-0.938607,-0.74523,1.256111,0.967089,jog
11,0.045833,0.000785,-0.018761,0.371092,-0.928406,-0.627768,1.378225,0.047659,0.006447,-0.012781,0.556735,-0.830567,-0.844657,1.185695,0.045038,-0.013562,-0.026346,0.343797,-0.938576,-0.745327,1.256078,0.967086,jog
12,0.05,0.000824,-0.018721,0.371065,-0.928418,-0.627775,1.378221,0.04765,0.006323,-0.012704,0.55681,-0.830518,-0.844657,1.185714,0.045039,-0.01364,-0.026611,0.343924,-0.938521,-0.745405,1.256039,0.967084,jog
13,0.054167,0.00096,-0.01875,0.370995,-0.928445,-0.627781,1.378224,0.047651,0.006365,-0.012743,0.556754,-0.830555,-0.844664,1.185713,0.045043,-0.013715,-0.026842,0.344025,-0.938477,-0.745494,1.256006,0.967094,jog
14,0.058333,0.000782,-0.018749,0.371025,-0.928433,-0.627768,1.378231,0.047651,0.006372,-0.012721,0.556688,-0.8306,-0.844677,1.185715,0.045043,-0.013794,-0.027097,0.344144,-0.938425,-0.74558,1.255967,0.967099,jog
15,0.0625,0.000794,-0.018694,0.370963,-0.928459,-0.627781,1.37824,0.047636,0.006391,-0.012784,0.55661,-0.830651,-0.844683,1.185713,0.045052,-0.013779,-0.027358,0.344265,-0.938373,-0.745654,1.255917,0.967103,jog
16,0.066667,0.000575,-0.018693,0.371026,-0.928434,-0.627761,1.378236,0.047644,0.006306,-0.012635,0.556653,-0.830625,-0.844685,1.185728,0.045047,-0.013775,-0.027568,0.344405,-0.938315,-0.745739,1.255867,0.967116,jog
17,0.070833,0.00083,-0.018748,0.370967,-0.928456,-0.627763,1.378239,0.047649,0.006305,-0.012618,0.556598,-0.830662,-0.844687,1.185727,0.045054,-0.013803,-0.027898,0.34456,-0.938248,-0.745828,1.255813,0.967115,jog
18,0.075,0.000806,-0.018727,0.371045,-0.928426,-0.627756,1.378255,0.047652,0.006303,-0.012571,0.556609,-0.830655,-0.844691,1.185727,0.045051,-0.013774,-0.028096,0.344724,-0.938182,-0.745915,1.255749,0.967125,jog
19,0.079167,0.000855,-0.018773,0.37101,-0.928439,-0.627761,1.378253,0.047646,0.006247,-0.012542,0.556615,-0.830652,-0.844695,1.185735,0.045059,-0.013705,-0.02826,0.344937,-0.9381,-0.745991,1.255681,0.967138,jog
20,0.083333,0.000836,-0.018694,0.370984,-0.928451,-0.627756,1.378265,0.047644,0.006223,-0.012497,0.556564,-0.830687,-0.844696,1.185739,0.04506,-0.01366,-0.028475,0.345107,-0.938032,-0.746077,1.255604,0.967128,jog
21,0.0875,0.000875,-0.018775,0.371071,-0.928414,-0.627744,1.378271,0.047647,0.006151,-0.012456,0.556554,-0.830695,-0.8447,1.18574,0.045067,-0.013541,-0.028616,0.345346,-0.937941,-0.746157,1.255532,0.967121,jog
22,0.091667,0.000945,-0.018732,0.370984,-0.92845,-0.62775,1.378272,0.047644,0.006131,-0.012403,0.556557,-0.830694,-0.844705,1.185738,0.045073,-0.013504,-0.028842,0.34553,-0.937867,-0.746269,1.255448,0.967093,jog
23,0.095833,0.001103,-0.018795,0.37097,-0.928454,-0.627744,1.378287,0.04765,0.006035,-0.012321,0.55654,-0.830707,-0.844713,1.185748,0.045076,-0.013418,-0.029001,0.345763,-0.937778,-0.746353,1.255344,0.967078,jog
24,0.1,0.001101,-0.018751,0.371018,-0.928436,-0.627743,1.378301,0.047638,0.005943,-0.012213,0.556504,-0.830734,-0.844712,1.185755,0.045079,-0.013448,-0.029234,0.346002,-0.937682,-0.746449,1.255236,0.967047,jog
25,0.104167,0.003658,-0.019042,0.370032,-0.928817,-0.627913,1.378216,0.047533,0.005964,-0.012193,0.556473,-0.830755,-0.844722,1.185757,0.045086,-0.013472,-0.029416,0.346231,-0.937591,-0.746546,1.255129,0.967016,jog
26,0.108333,0.001424,-0.018804,0.370993,-0.928444,-0.62774,1.378308,0.047637,0.005939,-0.012176,0.556432,-0.830783,-0.84472,1.185763,0.045093,-0.013403,-0.029637,0.346494,-0.937488,-0.746657,1.255021,0.966983,jog
27,0.1125,0.001332,-0.018736,0.371041,-0.928426,-0.627734,1.378327,0.047625,0.005846,-0.012082,0.55644,-0.830779,-0.844719,1.185781,0.045085,-0.013413,-0.029886,0.346755,-0.937383,-0.746755,1.254918,0.966946,jog
28,0.116667,0.003695,-0.019062,0.370166,-0.928763,-0.627884,1.378261,0.047532,0.005811,-0.012045,0.556443,-0.830778,-0.844723,1.185776,0.045096,-0.013351,-0.030243,0.34699,-0.937286,-0.74684,1.254798,0.96691,jog
29,0.120833,0.005675,-0.019414,0.369477,-0.92902,-0.628002,1.378272,0.047477,0.005736,-0.01197,0.556428,-0.83079,-0.844729,1.185783,0.0451,-0.013308,-0.030467,0.347244,-0.937185,-0.746965,1.254686,0.966895,jog
30,0.125,0.006661,-0.019679,0.369178,-0.929126,-0.628075,1.378249,0.047474,0.005666,-0.011897,0.556399,-0.830811,-0.844734,1.185793,0.045107,-0.013288,-0.030882,0.347518,-0.93707,-0.747109,1.254563,0.966838,jog
31,0.129167,0.006901,-0.019769,0.369116,-0.929147,-0.628108,1.37824,0.047465,0.005631,-0.011828,0.556366,-0.830834,-0.844728,1.185804,0.045112,-0.013262,-0.03125,0.347841,-0.936939,-0.747252,1.254443,0.966802,jog
32,0.133333,0.007089,-0.019753,0.369176,-0.929123,-0.6281,1.378247,0.047463,0.005598,-0.011782,0.556326,-0.830862,-0.844736,1.185809,0.045119,-0.013354,-0.031626,0.348207,-0.936789,-0.747408,1.254306,0.966774,jog
33,0.1375,0.007251,-0.019721,0.369167,-0.929125,-0.628095,1.378263,0.047452,0.005551,-0.011746,0.556283,-0.830891,-0.844741,1.185818,0.045125,-0.013363,-0.032048,0.348541,-0.93665,-0.747554,1.254168,0.966753,jog
34,0.141667,0.007322,-0.019702,0.369236,-0.929098,-0.628086,1.378275,0.047448,0.005388,-0.011661,0.556312,-0.830874,-0.844737,1.185825,0.045132,-0.013411,-0.03246,0.348905,-0.9365,-0.747723,1.254021,0.966735,jog
35,0.145833,0.007521,-0.019629,0.369262,-0.929088,-0.628071,1.378289,0.047438,0.005357,-0.011598,0.556275,-0.8309,-0.844746,1.18583,0.045139,-0.013369,-0.032706,0.349288,-0.936349,-0.747859,1.25386,0.966768,jog
36,0.15,0.007699,-0.019505,0.369298,-0.929074,-0.628076,1.3783,0.047413,0.005275,-0.0116,0.556245,-0.83092,-0.844745,1.185832,0.045144,-0.013257,-0.032966,0.349671,-0.936198,-0.748008,1.253702,0.966782,jog
37,0.154167,0.007826,-0.01947,0.369406,-0.929031,-0.62806,1.378315,0.047406,0.005224,-0.011562,0.55625,-0.830918,-0.844742,1.18584,0.045157,-0.013213,-0.033498,0.350063,-0.936034,-0.74819,1.25354,0.966747,jog
38,0.158333,0.007835,-0.019412,0.369512,-0.92899,-0.628055,1.378342,0.047395,0.005208,-0.011564,0.556195,-0.830955,-0.84475,1.18584,0.045158,-0.013366,-0.034146,0.350446,-0.935865,-0.748411,1.253377,0.966683,jog
39,0.1625,0.007902,-0.019371,0.369604,-0.928954,-0.62804,1.378388,0.04739,0.005109,-0.011465,0.556198,-0.830955,-0.844755,1.185839,0.045165,-0.013426,-0.034496,0.350804,-0.935717,-0.748629,1.253209,0.96669,jog
