Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.03129,-0.009919,0.163568,0.985986,-0.982453,-0.450775,0.018004,0.01185,0.000389,0.043812,-0.998969,-0.941004,-0.724154,0.016872,0.003428,-0.039499,-0.176028,-0.983586,-0.971906,-0.578427,0.940282,stand
1,0.004167,-0.031436,-0.009965,0.163558,0.985982,-0.982455,-0.450763,0.018013,0.011779,0.000444,0.043835,-0.998969,-0.941007,-0.724159,0.016866,0.003356,-0.039502,-0.17622,-0.983552,-0.971792,-0.578138,0.940307,stand
2,0.008333,-0.03152,-0.010015,0.163539,0.985982,-0.982453,-0.450764,0.018015,0.0117,0.000467,0.043849,-0.99897,-0.941006,-0.724171,0.016866,0.00346,-0.039538,-0.17643,-0.983513,-0.971658,-0.577824,0.9403,stand
3,0.0125,-0.031474,-0.009994,0.163584,0.985977,-0.982458,-0.450753,0.018014,0.011722,0.000488,0.04392,-0.998966,-0.941014,-0.724182,0.016859,0.003669,-0.039609,-0.176632,-0.983473,-0.971561,-0.577496,0.940296,stand
4,0.016667,-0.031661,-0.010034,0.163574,0.985972,-0.982458,-0.450753,0.018016,0.011694,0.000467,0.043943,-0.998966,-0.941016,-0.724192,0.016859,0.003579,-0.040889,-0.176391,-0.983464,-0.97152,-0.577408,0.940274,stand
5,0.020833,-0.031641,-0.010111,0.163586,0.98597,-0.98246,-0.450742,0.018018,0.011637,0.000477,0.043944,-0.998966,-0.94102,-0.724195,0.016861,0.003921,-0.041631,-0.176488,-0.983414,-0.971468,-0.577228,0.940269,stand
6,0.025,-0.031741,-0.010102,0.163577,0.985968,-0.982461,-0.450745,0.018015,0.011627,0.000478,0.043995,-0.998964,-0.941023,-0.72421,0.016857,0.003576,-0.041064,-0.176731,-0.983396,-0.971351,-0.576828,0.940232,stand
7,0.029167,-0.031787,-0.010073,0.16354,0.985973,-0.982464,-0.450741,0.01802,0.01158,0.000508,0.044025,-0.998963,-0.941032,-0.724218,0.016853,0.003269,-0.041262,-0.176302,-0.983466,-0.971414,-0.576531,0.94021,stand
8,0.033333,-0.031892,-0.010114,0.163531,0.985971,-0.982463,-0.450741,0.018018,0.011516,0.000536,0.044019,-0.998964,-0.941032,-0.724226,0.016845,0.003123,-0.041764,-0.17625,-0.983454,-0.971341,-0.576299,0.9401,stand
9,0.0375,-0.031797,-0.010137,0.163543,0.985972,-0.982464,-0.450732,0.018025,0.011552,0.000506,0.04408,-0.998961,-0.941037,-0.724234,0.016846,0.003494,-0.042661,-0.176887,-0.9833,-0.97097,-0.576038,0.940096,stand
10,0.041667,-0.031832,-0.010146,0.163542,0.98597,-0.982459,-0.450732,0.018017,0.01149,0.000567,0.044106,-0.998961,-0.941037,-0.72424,0.016846,0.00403,-0.043681,-0.176602,-0.983304,-0.970752,-0.575835,0.939871,stand
11,0.045833,-0.032005,-0.010144,0.163516,0.985969,-0.982466,-0.450731,0.018022,0.011486,0.000512,0.044142,-0.998959,-0.941049,-0.724248,0.016848,0.001977,-0.043701,-0.175783,-0.983456,-0.970815,-0.57582,0.939994,stand
12,0.05,-0.032019,-0.010167,0.163555,0.985962,-0.982467,-0.450729,0.018024,0.011514,0.000544,0.044123,-0.99896,-0.94105,-0.724247,0.01684,0.000518,-0.044188,-0.174863,-0.983601,-0.970933,-0.575802,0.940227,stand
13,0.054167,-0.032097,-0.010151,0.163501,0.985969,-0.982469,-0.450727,0.018021,0.011496,0.000538,0.044132,-0.998959,-0.941047,-0.724256,0.016841,-0.000309,-0.044216,-0.174373,-0.983687,-0.970955,-0.575564,0.940325,stand
14,0.058333,-0.032022,-0.010157,0.163518,0.985968,-0.982468,-0.450721,0.018025,0.011461,0.000556,0.044168,-0.998958,-0.941053,-0.724261,0.016831,-0.000464,-0.044439,-0.174111,-0.983723,-0.970972,-0.575231,0.940189,stand
15,0.0625,-0.032097,-0.010141,0.163495,0.98597,-0.982469,-0.450719,0.018022,0.011443,0.000575,0.044198,-0.998957,-0.941054,-0.724265,0.016835,-0.000485,-0.045111,-0.17471,-0.983586,-0.970694,-0.574933,0.940254,stand
16,0.066667,-0.032206,-0.010233,0.163474,0.985969,-0.982475,-0.450719,0.01802,0.011471,0.000563,0.044251,-0.998954,-0.941058,-0.724271,0.016839,-0.0006,-0.045195,-0.174874,-0.983553,-0.970539,-0.574555,0.940235,stand
17,0.070833,-0.032165,-0.010236,0.163497,0.985966,-0.982472,-0.450711,0.018019,0.011459,0.000606,0.044258,-0.998954,-0.941058,-0.724276,0.01683,-0.000634,-0.045612,-0.175217,-0.983473,-0.970335,-0.574228,0.940297,stand
18,0.075,-0.032241,-0.010206,0.163478,0.985967,-0.982473,-0.450701,0.018023,0.01146,0.000568,0.04429,-0.998953,-0.941069,-0.724278,0.016836,-4.8e-05,-0.045893,-0.175776,-0.98336,-0.970164,-0.573795,0.940241,stand
19,0.079167,-0.032398,-0.010244,0.163462,0.985964,-0.982477,-0.450694,0.018025,0.011379,0.000589,0.044293,-0.998954,-0.941066,-0.724282,0.016831,0.000983,-0.046256,-0.176071,-0.98329,-0.970061,-0.57337,0.94015,stand
20,0.083333,-0.032462,-0.010297,0.163455,0.985963,-0.98248,-0.450685,0.018025,0.01146,0.00059,0.044305,-0.998952,-0.941076,-0.724291,0.016834,0.002067,-0.047479,-0.176698,-0.983117,-0.969821,-0.57297,0.940065,stand
21,0.0875,-0.032446,-0.010316,0.163469,0.985961,-0.982481,-0.450679,0.018028,0.011405,0.000584,0.044356,-0.998951,-0.941073,-0.724295,0.016832,0.002855,-0.047397,-0.176588,-0.983139,-0.96982,-0.572448,0.939664,stand
22,0.091667,-0.032502,-0.010334,0.163439,0.985964,-0.982491,-0.450677,0.01803,0.011457,0.000577,0.044393,-0.998948,-0.94108,-0.724297,0.016833,0.00307,-0.047768,-0.176538,-0.983129,-0.96977,-0.572061,0.939607,stand
23,0.095833,-0.032549,-0.010331,0.163406,0.985968,-0.982492,-0.450678,0.018027,0.01145,0.000616,0.044403,-0.998948,-0.941082,-0.724301,0.016836,0.003396,-0.048639,-0.177027,-0.982998,-0.96946,-0.571739,0.939684,stand
24,0.1,-0.032609,-0.010345,0.163392,0.985968,-0.982491,-0.450674,0.018024,0.011527,0.000599,0.044478,-0.998944,-0.941089,-0.724307,0.016839,0.003525,-0.049073,-0.177245,-0.982936,-0.969241,-0.571392,0.939697,stand
25,0.104167,-0.032702,-0.010381,0.163373,0.985968,-0.982491,-0.450668,0.018019,0.01152,0.00062,0.044455,-0.998945,-0.941094,-0.724306,0.016833,0.003474,-0.049193,-0.177025,-0.98297,-0.969177,-0.571028,0.93962,stand
26,0.108333,-0.032809,-0.010402,0.163343,0.985969,-0.9825,-0.45066,0.018025,0.011494,0.000674,0.044471,-0.998944,-0.941088,-0.724305,0.016833,0.002012,-0.048329,-0.176602,-0.983093,-0.969254,-0.570637,0.939716,stand
27,0.1125,-0.032812,-0.010462,0.16332,0.985972,-0.9825,-0.450658,0.01802,0.011471,0.000638,0.044495,-0.998944,-0.941088,-0.72431,0.016828,0.000469,-0.047802,-0.176097,-0.983211,-0.969161,-0.570301,0.940021,stand
28,0.116667,-0.03282,-0.010436,0.16333,0.98597,-0.982508,-0.450656,0.018023,0.01152,0.000666,0.044513,-0.998942,-0.941092,-0.72431,0.016825,0.001433,-0.049469,-0.176699,-0.98302,-0.968714,-0.569953,0.940045,stand
29,0.120833,-0.032876,-0.010438,0.163314,0.985971,-0.982515,-0.45065,0.018017,0.011507,0.00065,0.044572,-0.99894,-0.941096,-0.724313,0.01683,0.001244,-0.049859,-0.176766,-0.982989,-0.968613,-0.569597,0.940018,stand
30,0.125,-0.032963,-0.010457,0.163269,0.985975,-0.98252,-0.450648,0.018017,0.011601,0.000685,0.044577,-0.998938,-0.941097,-0.724313,0.016829,0.000825,-0.050104,-0.176813,-0.982968,-0.968526,-0.569266,0.940056,stand
31,0.129167,-0.032999,-0.010518,0.163245,0.985977,-0.982523,-0.450646,0.01802,0.011606,0.000708,0.044576,-0.998938,-0.941101,-0.724308,0.016827,0.001259,-0.050782,-0.176871,-0.982922,-0.968495,-0.568924,0.939958,jog
32,0.133333,-0.033042,-0.010457,0.163227,0.98598,-0.98252,-0.450643,0.01802,0.011727,0.000665,0.044594,-0.998936,-0.941105,-0.724315,0.016831,0.001421,-0.050657,-0.17652,-0.982992,-0.968617,-0.568438,0.939709,jog
33,0.1375,-0.033077,-0.010534,0.163182,0.985985,-0.982526,-0.450642,0.018012,0.011802,0.000642,0.04463,-0.998934,-0.941103,-0.724312,0.016824,0.001429,-0.051447,-0.176519,-0.982951,-0.96854,-0.56805,0.93968,jog
34,0.141667,-0.033173,-0.010519,0.163174,0.985983,-0.982532,-0.450641,0.018015,0.011868,0.000629,0.04462,-0.998933,-0.941108,-0.724305,0.016822,0.001643,-0.05184,-0.176706,-0.982896,-0.968381,-0.567638,0.939665,jog
35,0.145833,-0.033177,-0.010551,0.16316,0.985985,-0.982533,-0.450637,0.018016,0.011943,0.000623,0.044642,-0.998931,-0.941108,-0.724303,0.016825,0.00184,-0.052133,-0.176882,-0.982849,-0.968245,-0.567251,0.939613,jog
36,0.15,-0.033189,-0.010539,0.163147,0.985987,-0.982542,-0.450636,0.018014,0.011946,0.000603,0.044606,-0.998933,-0.941106,-0.724302,0.016813,0.002035,-0.052602,-0.177101,-0.982784,-0.968102,-0.566855,0.939586,jog
37,0.154167,-0.03328,-0.010615,0.163172,0.985979,-0.982537,-0.450629,0.018004,0.012003,0.000605,0.044617,-0.998932,-0.941107,-0.7243,0.016811,0.002059,-0.052984,-0.177292,-0.982729,-0.967952,-0.566452,0.939584,jog
38,0.158333,-0.033252,-0.010569,0.163131,0.985987,-0.982542,-0.450624,0.018008,0.01213,0.000585,0.044675,-0.998928,-0.941115,-0.724298,0.016815,0.002184,-0.053728,-0.177291,-0.982688,-0.967816,-0.56599,0.939631,jog
39,0.1625,-0.033362,-0.010578,0.163095,0.985989,-0.982553,-0.450624,0.018009,0.012099,0.000599,0.044651,-0.998929,-0.941114,-0.724297,0.016812,0.002385,-0.054024,-0.177433,-0.982646,-0.967662,-0.565572,0.939591,jog
40,0.166667,-0.033474,-0.010624,0.163058,0.985991,-0.982557,-0.450623,0.018005,0.01208,0.000638,0.044685,-0.998928,-0.941115,-0.724294,0.016809,0.005609,-0.053786,-0.179054,-0.982352,-0.967253,-0.564555,0.939302,jog
41,0.170833,-0.03349,-0.010631,0.163056,0.985991,-0.982562,-0.45062,0.018013,0.012196,0.000612,0.04473,-0.998925,-0.941116,-0.724297,0.01681,0.006122,-0.054346,-0.179098,-0.98231,-0.96677,-0.563829,0.939295,jog
42,0.175,-0.033572,-0.010652,0.163038,0.985991,-0.982569,-0.450613,0.018011,0.012332,0.000589,0.044763,-0.998921,-0.941124,-0.724294,0.016806,0.006217,-0.054925,-0.179302,-0.98224,-0.966618,-0.563439,0.939235,jog
43,0.179167,-0.033534,-0.010669,0.163032,0.985993,-0.982572,-0.450607,0.018008,0.012325,0.000586,0.044732,-0.998923,-0.941125,-0.724292,0.016805,0.006432,-0.055282,-0.179495,-0.982183,-0.966538,-0.563053,0.939218,jog
