Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.003895,0.003935,-0.017739,0.999827,1.748151,-0.934522,0.013367,-0.035506,0.009369,-0.129774,0.990863,1.739286,-1.280773,0.010295,0.004111,0.016229,0.004126,-0.999851,1.770105,-1.102606,0.933631,walk
1,0.004167,-0.003993,0.003904,-0.017767,0.999827,1.748144,-0.93452,0.01337,-0.035459,0.009334,-0.129746,0.990869,1.739284,-1.280775,0.010294,0.0041,0.016253,0.003973,-0.999852,1.770073,-1.10257,0.933635,walk
2,0.008333,-0.004031,0.003867,-0.017791,0.999826,1.748144,-0.934517,0.013368,-0.035425,0.009369,-0.129691,0.990877,1.739284,-1.280779,0.010299,0.004095,0.016256,0.003773,-0.999852,1.770032,-1.102537,0.933645,walk
3,0.0125,-0.004067,0.003765,-0.01782,0.999826,1.748142,-0.934514,0.013363,-0.035462,0.00936,-0.129702,0.990875,1.739286,-1.280783,0.01029,0.0041,0.016288,0.003606,-0.999852,1.770008,-1.1025,0.933649,walk
4,0.016667,-0.004166,0.00372,-0.017812,0.999826,1.748137,-0.93451,0.013361,-0.035452,0.009344,-0.129682,0.990878,1.739283,-1.280784,0.01029,0.004095,0.016286,0.00334,-0.999853,1.769997,-1.102435,0.93365,walk
5,0.020833,-0.004244,0.003652,-0.017835,0.999825,1.748133,-0.934499,0.01336,-0.035418,0.009326,-0.129676,0.99088,1.73929,-1.280788,0.010295,0.004079,0.016302,0.003161,-0.999854,1.769965,-1.102396,0.933651,walk
6,0.025,-0.004272,0.003661,-0.017825,0.999825,1.748133,-0.934498,0.013359,-0.035463,0.009341,-0.129601,0.990888,1.739284,-1.280787,0.010297,0.004123,0.016334,0.003014,-0.999854,1.769935,-1.102352,0.933646,walk
7,0.029167,-0.004341,0.003595,-0.017829,0.999825,1.748135,-0.934493,0.013354,-0.035449,0.009366,-0.129584,0.99089,1.73928,-1.280791,0.010296,0.004113,0.016349,0.002866,-0.999854,1.769906,-1.102299,0.933646,walk
8,0.033333,-0.004452,0.003509,-0.017878,0.999824,1.748127,-0.934488,0.013355,-0.03549,0.009371,-0.12959,0.990888,1.73929,-1.280794,0.010292,0.00413,0.016354,0.002698,-0.999854,1.76988,-1.102257,0.933642,walk
9,0.0375,-0.004414,0.003466,-0.017893,0.999824,1.748127,-0.934488,0.013353,-0.035483,0.009358,-0.129542,0.990895,1.739285,-1.280795,0.010292,0.004049,0.016337,0.002446,-0.999855,1.769875,-1.102179,0.933637,walk
10,0.041667,-0.00451,0.003401,-0.017917,0.999824,1.748124,-0.934483,0.013349,-0.035466,0.009358,-0.129525,0.990897,1.739288,-1.280793,0.010288,0.004024,0.016325,0.002253,-0.999856,1.769836,-1.102123,0.933653,walk
11,0.045833,-0.00464,0.003346,-0.01795,0.999823,1.748118,-0.934475,0.013346,-0.035379,0.00935,-0.129523,0.990901,1.739285,-1.280792,0.010285,0.004003,0.016297,0.002089,-0.999857,1.76981,-1.102071,0.933649,walk
12,0.05,-0.004684,0.003295,-0.017949,0.999823,1.748114,-0.934471,0.013348,-0.035494,0.009355,-0.129536,0.990895,1.739286,-1.280793,0.010283,0.004019,0.016322,0.001971,-0.999857,1.769783,-1.102006,0.933644,walk
13,0.054167,-0.004714,0.003261,-0.017941,0.999823,1.748113,-0.934465,0.013347,-0.035436,0.009361,-0.129491,0.990903,1.739288,-1.280796,0.010284,0.004014,0.016342,0.001792,-0.999857,1.769764,-1.101939,0.933645,walk
14,0.058333,-0.004775,0.003167,-0.017966,0.999822,1.748109,-0.934453,0.013349,-0.035436,0.009346,-0.129456,0.990908,1.739279,-1.280794,0.010286,0.004002,0.016289,0.001664,-0.999858,1.769742,-1.101891,0.933634,walk
15,0.0625,-0.004895,0.003104,-0.017996,0.999821,1.748101,-0.93445,0.013353,-0.035429,0.009293,-0.1295,0.990903,1.739285,-1.280796,0.01029,0.004048,0.016266,0.001522,-0.999858,1.769714,-1.101836,0.933625,walk
16,0.066667,-0.004956,0.003046,-0.018004,0.999821,1.748095,-0.934447,0.013353,-0.035424,0.009314,-0.129486,0.990905,1.739287,-1.280796,0.010292,0.004063,0.016271,0.001387,-0.999858,1.769697,-1.10177,0.933621,walk
17,0.070833,-0.005031,0.002996,-0.01801,0.999821,1.74809,-0.934442,0.013358,-0.035423,0.009283,-0.129501,0.990903,1.739288,-1.280795,0.010286,0.004048,0.016259,0.001266,-0.999859,1.769675,-1.101713,0.933617,walk
18,0.075,-0.00511,0.002914,-0.018019,0.99982,1.748088,-0.934435,0.013354,-0.035495,0.009307,-0.12943,0.990909,1.73928,-1.280799,0.010291,0.004114,0.016258,0.001152,-0.999859,1.769656,-1.101656,0.933605,walk
19,0.079167,-0.005209,0.002823,-0.018024,0.99982,1.748081,-0.934433,0.013359,-0.035451,0.009323,-0.129431,0.990911,1.739288,-1.2808,0.010292,0.004199,0.016258,0.000983,-0.999859,1.769648,-1.101584,0.933604,walk
20,0.083333,-0.005329,0.002758,-0.018041,0.999819,1.748079,-0.934425,0.01336,-0.035446,0.009317,-0.129444,0.990909,1.739283,-1.2808,0.010294,0.004237,0.016233,0.000864,-0.999859,1.769632,-1.101526,0.933601,walk
21,0.0875,-0.005435,0.00272,-0.018077,0.999818,1.748075,-0.93442,0.013359,-0.035442,0.00931,-0.129397,0.990916,1.739284,-1.2808,0.010291,0.004254,0.016258,0.000715,-0.999859,1.76962,-1.101452,0.9336,walk
22,0.091667,-0.00548,0.00269,-0.018092,0.999818,1.748073,-0.934415,0.013358,-0.035538,0.00933,-0.1294,0.990912,1.739287,-1.280799,0.010288,0.004387,0.01628,0.000703,-0.999858,1.769572,-1.101415,0.933619,walk
23,0.095833,-0.00552,0.002626,-0.018078,0.999818,1.748071,-0.934408,0.013356,-0.035541,0.009301,-0.129374,0.990915,1.739285,-1.280804,0.010291,0.004395,0.016312,0.000536,-0.999857,1.76958,-1.101336,0.933617,walk
24,0.1,-0.005661,0.002536,-0.018115,0.999817,1.748066,-0.934401,0.013355,-0.03552,0.00928,-0.129342,0.99092,1.739285,-1.280805,0.01029,0.004439,0.016319,0.00039,-0.999857,1.769576,-1.101263,0.933618,walk
25,0.104167,-0.005694,0.002538,-0.018137,0.999816,1.748062,-0.934393,0.013358,-0.035508,0.009286,-0.129334,0.990922,1.739282,-1.280804,0.01029,0.004492,0.016335,0.00033,-0.999856,1.769567,-1.101211,0.933617,walk
26,0.108333,-0.00576,0.002513,-0.01816,0.999815,1.748058,-0.934386,0.01336,-0.035533,0.009237,-0.129373,0.990916,1.739288,-1.280805,0.010291,0.004518,0.016351,0.000216,-0.999856,1.769555,-1.101152,0.933627,walk
27,0.1125,-0.005865,0.002506,-0.018192,0.999814,1.748054,-0.934378,0.013361,-0.035515,0.009283,-0.129313,0.990924,1.739284,-1.280813,0.01028,0.004447,0.01642,-5e-06,-0.999855,1.769592,-1.101063,0.93361,walk
28,0.116667,-0.005978,0.002424,-0.018184,0.999814,1.748052,-0.93437,0.013361,-0.035558,0.00928,-0.129289,0.990926,1.739283,-1.28081,0.01028,0.004364,0.01658,-0.000189,-0.999853,1.769562,-1.100988,0.933652,walk
29,0.120833,-0.006064,0.002386,-0.018201,0.999813,1.74805,-0.934367,0.013359,-0.035529,0.00927,-0.129312,0.990924,1.73928,-1.280809,0.010279,0.004341,0.016597,-0.000293,-0.999853,1.769563,-1.100924,0.933663,walk
30,0.125,-0.006222,0.002344,-0.01823,0.999812,1.748044,-0.934357,0.013363,-0.035518,0.009266,-0.12931,0.990925,1.73928,-1.280808,0.010269,0.004304,0.016651,-0.000413,-0.999852,1.769554,-1.100858,0.933664,walk
31,0.129167,-0.006244,0.002295,-0.018245,0.999811,1.748042,-0.934354,0.013365,-0.03551,0.009285,-0.129217,0.990937,1.739275,-1.280817,0.010271,0.004269,0.016658,-0.000533,-0.999852,1.76956,-1.10079,0.933672,walk
32,0.133333,-0.006262,0.002284,-0.01825,0.999811,1.748042,-0.934351,0.013368,-0.035424,0.009267,-0.129216,0.99094,1.739273,-1.280821,0.010275,0.004259,0.016685,-0.000673,-0.999852,1.769569,-1.100698,0.93368,walk
33,0.1375,-0.006363,0.002216,-0.018244,0.999811,1.748033,-0.934344,0.013374,-0.035401,0.009268,-0.12919,0.990945,1.73927,-1.280824,0.010268,0.004253,0.016683,-0.000777,-0.999851,1.769566,-1.100623,0.933688,walk
34,0.141667,-0.00645,0.002166,-0.018265,0.99981,1.748034,-0.93434,0.013374,-0.03535,0.009256,-0.129172,0.990949,1.73927,-1.280826,0.010265,0.004249,0.016711,-0.000881,-0.999851,1.769559,-1.100552,0.933693,walk
35,0.145833,-0.006525,0.002154,-0.018278,0.999809,1.748035,-0.934338,0.013376,-0.035286,0.009269,-0.129145,0.990954,1.73926,-1.280835,0.010267,0.00422,0.016693,-0.000997,-0.999851,1.769553,-1.100483,0.933698,walk
36,0.15,-0.006566,0.002124,-0.018309,0.999809,1.748034,-0.934332,0.01338,-0.0352,0.009184,-0.129146,0.990958,1.739258,-1.280843,0.010258,0.004306,0.0167,-0.001132,-0.999851,1.76955,-1.100396,0.933713,walk
37,0.154167,-0.006699,0.002072,-0.018337,0.999807,1.74803,-0.93433,0.013379,-0.035204,0.009242,-0.129073,0.990967,1.739257,-1.280851,0.010256,0.004362,0.016695,-0.001211,-0.99985,1.76954,-1.10032,0.933713,walk
38,0.158333,-0.006717,0.002026,-0.018341,0.999807,1.74803,-0.934326,0.013383,-0.035063,0.009202,-0.1291,0.990969,1.739257,-1.280858,0.010252,0.004423,0.016707,-0.001317,-0.99985,1.769536,-1.100233,0.933714,walk
39,0.1625,-0.006748,0.002013,-0.018381,0.999806,1.748028,-0.934324,0.01338,-0.034944,0.009159,-0.129053,0.990979,1.739256,-1.280866,0.010255,0.004494,0.016759,-0.001524,-0.999848,1.769539,-1.100114,0.933724,walk
40,0.166667,-0.006919,0.001966,-0.018407,0.999805,1.748028,-0.934322,0.013386,-0.034938,0.009189,-0.129028,0.990983,1.739254,-1.280874,0.010243,0.004523,0.016751,-0.001672,-0.999848,1.769523,-1.100033,0.933729,walk
41,0.170833,-0.006952,0.001915,-0.01844,0.999804,1.74803,-0.934321,0.013386,-0.034858,0.009243,-0.129004,0.990988,1.739252,-1.280875,0.01024,0.004513,0.016712,-0.001815,-0.999849,1.769513,-1.099948,0.933742,walk
42,0.175,-0.00699,0.00193,-0.018438,0.999804,1.748027,-0.934315,0.013391,-0.034854,0.009236,-0.128969,0.990993,1.739255,-1.280884,0.010239,0.004446,0.016718,-0.00209,-0.999848,1.769532,-1.099815,0.933747,walk
