Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.005099,-0.022673,0.721983,-0.691521,0.55762,-1.413744,0.001777,0.012724,-0.041758,0.802315,-0.595302,0.236835,-1.412062,0.004142,0.014146,0.002879,-0.649038,0.760619,0.44098,-1.457799,0.923183,walk
1,0.004167,-0.004992,-0.022706,0.722029,-0.691472,0.557613,-1.41375,0.00178,0.012599,-0.04158,0.802314,-0.595319,0.236817,-1.412061,0.004143,0.014159,0.002886,-0.649013,0.76064,0.441207,-1.457652,0.923194,walk
2,0.008333,-0.004921,-0.022781,0.722015,-0.691485,0.557613,-1.413742,0.001783,0.012536,-0.041555,0.802323,-0.595309,0.236791,-1.412059,0.004138,0.01418,0.002803,-0.64905,0.760608,0.441431,-1.45749,0.923221,walk
3,0.0125,-0.004887,-0.022747,0.722031,-0.691469,0.557626,-1.413744,0.001776,0.012421,-0.041387,0.802322,-0.595325,0.236772,-1.412056,0.004143,0.014144,0.002844,-0.649071,0.760591,0.441654,-1.457336,0.923259,walk
4,0.016667,-0.004783,-0.022837,0.722045,-0.691452,0.557627,-1.413742,0.001781,0.012348,-0.041265,0.802325,-0.595331,0.236754,-1.412055,0.004136,0.014142,0.002851,-0.649099,0.760567,0.441881,-1.45717,0.923301,walk
5,0.020833,-0.004747,-0.02284,0.72205,-0.691447,0.557629,-1.413741,0.001781,0.012243,-0.041161,0.802334,-0.595328,0.236733,-1.412054,0.004132,0.014132,0.002839,-0.649137,0.760535,0.442109,-1.457006,0.923345,walk
6,0.025,-0.004758,-0.022861,0.722071,-0.691425,0.557643,-1.413739,0.001775,0.012148,-0.041026,0.802347,-0.595322,0.236715,-1.41205,0.004135,0.014157,0.002819,-0.64914,0.760532,0.442344,-1.456847,0.923365,walk
7,0.029167,-0.004623,-0.022895,0.722055,-0.691442,0.557636,-1.413743,0.001776,0.011996,-0.040869,0.802327,-0.595364,0.236695,-1.412047,0.004135,0.014228,0.002838,-0.649132,0.760538,0.44258,-1.456684,0.923381,walk
8,0.033333,-0.004655,-0.02289,0.722048,-0.691448,0.557652,-1.41374,0.001772,0.011898,-0.040782,0.802331,-0.595365,0.236675,-1.412048,0.004132,0.014349,0.002849,-0.649114,0.760551,0.442826,-1.456526,0.923389,walk
9,0.0375,-0.004624,-0.022939,0.722079,-0.691415,0.557645,-1.413738,0.001776,0.011781,-0.040678,0.802341,-0.595361,0.236659,-1.412049,0.004127,0.014425,0.002871,-0.649125,0.76054,0.443078,-1.456359,0.923408,walk
10,0.041667,-0.00443,-0.02306,0.722099,-0.691391,0.557651,-1.413745,0.001779,0.011733,-0.040616,0.802346,-0.59536,0.236634,-1.41205,0.004128,0.014392,0.002927,-0.649135,0.760531,0.443346,-1.456193,0.923431,walk
11,0.045833,-0.004458,-0.023065,0.722097,-0.691393,0.55766,-1.413736,0.001773,0.011584,-0.04052,0.802365,-0.595344,0.236615,-1.412049,0.004124,0.014378,0.002967,-0.649171,0.760501,0.443604,-1.456016,0.923456,walk
12,0.05,-0.004355,-0.023116,0.722125,-0.691362,0.557666,-1.413738,0.001777,0.011451,-0.040373,0.802377,-0.595341,0.236596,-1.412052,0.004126,0.014391,0.003012,-0.64917,0.760502,0.443875,-1.455828,0.92348,walk
13,0.054167,-0.004274,-0.023186,0.722118,-0.691368,0.55767,-1.413736,0.001772,0.011332,-0.040305,0.802385,-0.595337,0.236577,-1.412055,0.004122,0.01443,0.002998,-0.649213,0.760464,0.444151,-1.455619,0.923494,walk
14,0.058333,-0.004207,-0.023201,0.722154,-0.69133,0.557675,-1.413735,0.001774,0.011196,-0.040124,0.802382,-0.595356,0.23656,-1.412058,0.004122,0.0145,0.002964,-0.64923,0.760448,0.444424,-1.455418,0.923522,walk
15,0.0625,-0.004152,-0.023246,0.722171,-0.691312,0.557676,-1.413734,0.001774,0.011149,-0.040084,0.802405,-0.595327,0.236538,-1.41206,0.004122,0.014532,0.003069,-0.649262,0.76042,0.444716,-1.455206,0.92355,walk
16,0.066667,-0.004063,-0.023343,0.722181,-0.691298,0.557679,-1.41374,0.001774,0.011014,-0.039934,0.802403,-0.595343,0.236526,-1.412062,0.004127,0.014666,0.003044,-0.649257,0.760422,0.445012,-1.455015,0.923577,walk
17,0.070833,-0.003916,-0.02338,0.722164,-0.691316,0.557684,-1.413738,0.001785,0.010892,-0.039911,0.802414,-0.595332,0.236515,-1.41207,0.004126,0.014683,0.003074,-0.649252,0.760426,0.445313,-1.454826,0.923616,walk
18,0.075,-0.003975,-0.023407,0.722158,-0.69132,0.557692,-1.413737,0.00178,0.010826,-0.03985,0.80241,-0.595343,0.236499,-1.412073,0.004128,0.014348,0.003367,-0.649347,0.76035,0.445601,-1.454599,0.923723,walk
19,0.079167,-0.003935,-0.023457,0.722161,-0.691316,0.557698,-1.413743,0.001775,0.010742,-0.039801,0.802414,-0.595343,0.236486,-1.412083,0.004128,0.014,0.003748,-0.649532,0.760196,0.445878,-1.454355,0.923816,walk
20,0.083333,-0.003834,-0.023522,0.722205,-0.691269,0.557693,-1.413744,0.00178,0.010621,-0.039739,0.802424,-0.595335,0.236476,-1.41209,0.004129,0.01351,0.004189,-0.649783,0.759988,0.446117,-1.45408,0.923953,walk
21,0.0875,-0.003663,-0.023592,0.72221,-0.691261,0.557694,-1.413755,0.001785,0.010539,-0.039734,0.802445,-0.595309,0.236457,-1.412093,0.004129,0.01331,0.004399,-0.650101,0.759718,0.44637,-1.4538,0.924003,walk
22,0.091667,-0.00365,-0.023607,0.722199,-0.691273,0.557712,-1.413753,0.001788,0.010485,-0.039697,0.802442,-0.595316,0.236443,-1.412099,0.004135,0.013588,0.004259,-0.650247,0.759589,0.44666,-1.453561,0.923977,walk
23,0.095833,-0.003505,-0.023686,0.722189,-0.691281,0.557716,-1.413758,0.001791,0.0104,-0.039698,0.802464,-0.595288,0.236429,-1.412108,0.004133,0.013638,0.004291,-0.650346,0.759504,0.446963,-1.453342,0.923975,walk
24,0.1,-0.003551,-0.023679,0.722204,-0.691266,0.557716,-1.413764,0.00179,0.010317,-0.03961,0.802468,-0.59529,0.236418,-1.412121,0.00413,0.013471,0.004647,-0.650323,0.759524,0.447299,-1.45313,0.924005,walk
25,0.104167,-0.003401,-0.023787,0.722218,-0.691248,0.557726,-1.413761,0.001796,0.010224,-0.039609,0.802482,-0.595272,0.236405,-1.41213,0.004134,0.013248,0.005149,-0.650232,0.759603,0.447662,-1.452905,0.924046,walk
26,0.108333,-0.003362,-0.023816,0.722209,-0.691257,0.557736,-1.413767,0.001797,0.010145,-0.039593,0.802478,-0.595281,0.236391,-1.412136,0.004136,0.013227,0.005401,-0.650138,0.759682,0.448048,-1.452687,0.924043,walk
27,0.1125,-0.003175,-0.023938,0.722205,-0.691257,0.557732,-1.413771,0.001801,0.010048,-0.039575,0.802495,-0.59526,0.236378,-1.412145,0.004134,0.013334,0.005426,-0.650103,0.759709,0.448414,-1.452437,0.924068,walk
28,0.116667,-0.00301,-0.024089,0.722253,-0.691203,0.557737,-1.413773,0.001809,0.009994,-0.039583,0.802515,-0.595234,0.236367,-1.412156,0.004136,0.013329,0.005518,-0.650134,0.759682,0.448767,-1.452174,0.924112,walk
29,0.120833,-0.003044,-0.024108,0.72225,-0.691206,0.557752,-1.413774,0.001801,0.009924,-0.03957,0.802526,-0.595221,0.236354,-1.412162,0.004137,0.013376,0.005533,-0.650149,0.759669,0.449158,-1.451903,0.924144,walk
30,0.125,-0.002965,-0.024158,0.722263,-0.69119,0.557748,-1.413784,0.001799,0.0098,-0.039515,0.802552,-0.595191,0.236342,-1.412177,0.00414,0.01352,0.005528,-0.650187,0.759634,0.449592,-1.451645,0.924145,walk
31,0.129167,-0.002876,-0.024194,0.722266,-0.691186,0.557755,-1.413783,0.001807,0.009764,-0.039589,0.802531,-0.595216,0.236335,-1.412188,0.00414,0.013707,0.005546,-0.650188,0.75963,0.450018,-1.451393,0.924154,walk
32,0.133333,-0.002727,-0.024335,0.722293,-0.691153,0.557759,-1.41378,0.001812,0.009655,-0.039552,0.802552,-0.595191,0.236333,-1.412199,0.00414,0.013961,0.005466,-0.650228,0.759591,0.450445,-1.451138,0.924161,walk
33,0.1375,-0.002579,-0.024381,0.722298,-0.691148,0.557771,-1.413789,0.001816,0.009565,-0.039564,0.802556,-0.595186,0.236318,-1.412206,0.004143,0.014251,0.005409,-0.650295,0.759529,0.450863,-1.450866,0.924182,walk
34,0.141667,-0.00235,-0.024505,0.722321,-0.691119,0.557766,-1.413801,0.001824,0.009482,-0.039578,0.802571,-0.595167,0.236308,-1.41222,0.004143,0.014517,0.005322,-0.650365,0.759465,0.45128,-1.450578,0.924183,walk
35,0.145833,-0.002316,-0.024579,0.722312,-0.691127,0.557771,-1.413802,0.00182,0.009403,-0.039526,0.802578,-0.595162,0.236302,-1.412231,0.004154,0.014768,0.005337,-0.650409,0.759422,0.451693,-1.450286,0.924197,walk
36,0.15,-0.00221,-0.024682,0.722333,-0.691102,0.557777,-1.413803,0.001826,0.009296,-0.039497,0.802597,-0.59514,0.2363,-1.412241,0.004151,0.014915,0.005407,-0.650449,0.759384,0.452127,-1.449974,0.924218,walk
37,0.154167,-0.002019,-0.024796,0.722373,-0.691056,0.557769,-1.413815,0.001837,0.009231,-0.039535,0.802616,-0.595113,0.236289,-1.412256,0.004157,0.014967,0.00546,-0.650517,0.759324,0.452574,-1.449686,0.924254,walk
38,0.158333,-0.001901,-0.02492,0.722361,-0.691065,0.557779,-1.413817,0.001833,0.009166,-0.039547,0.802629,-0.595095,0.236286,-1.412264,0.004158,0.015073,0.005376,-0.65054,0.759303,0.45303,-1.449399,0.924286,walk
39,0.1625,-0.001683,-0.025057,0.722391,-0.691029,0.557783,-1.41382,0.001841,0.009115,-0.039667,0.802634,-0.595082,0.236283,-1.412279,0.004163,0.015075,0.005371,-0.65059,0.759261,0.453503,-1.449074,0.924298,walk
40,0.166667,-0.001695,-0.025109,0.722402,-0.691015,0.557789,-1.413823,0.001841,0.009065,-0.039743,0.802645,-0.595063,0.236278,-1.412297,0.004171,0.015022,0.005312,-0.650673,0.75919,0.453976,-1.448738,0.924335,walk
41,0.170833,-0.001527,-0.02522,0.722423,-0.69099,0.557789,-1.413836,0.001847,0.00897,-0.039714,0.802686,-0.595011,0.236275,-1.412309,0.004175,0.015151,0.005314,-0.650726,0.759143,0.454439,-1.448411,0.924381,walk
42,0.175,-0.001386,-0.025291,0.722441,-0.690968,0.557796,-1.413839,0.001845,0.008989,-0.039822,0.802706,-0.594976,0.236267,-1.412324,0.004174,0.015203,0.005233,-0.650749,0.759123,0.454929,-1.448095,0.924409,walk
