frame_id,timestamp,gait_type,root_position_x,root_position_y,root_position_z,root_orientation_x,root_orientation_y,root_orientation_z,root_linear_velocity_x,root_linear_velocity_y,root_linear_velocity_z,root_angular_velocity_x,root_angular_velocity_y,root_angular_velocity_z,left_linear_velocity_x,left_linear_velocity_y,left_linear_velocity_z,right_linear_velocity_x,right_linear_velocity_y,right_linear_velocity_z,left_pos_rel_x,left_pos_rel_y,left_pos_rel_z,right_pos_rel_x,right_pos_rel_y,right_pos_rel_z,step_length,step_width,step_height,left_contact_prob,right_contact_prob,support_type,left_swing_phase,right_swing_phase,max_foot_height
1,0.004167,walk,1.5466,-1.511248,0.927391,-0.009123,0.000529,-0.555825,0.032637389008858646,0.056635469162497,0.01823854091671826,0.010930357376534243,-0.05438673565509896,-0.08073503377221423,0.00047996160303226946,-0.00047996160308555594,0.0014398848092152458,-0.0055195584353506764,-0.0033597312214923183,-0.001679865610751155,0.10236899999999993,0.07437199999999988,-0.922603,-0.19563700000000006,-0.030784000000000145,-0.92163,0.298006,0.10515600000000003,0.0009730000000000016,0.9973469124147354,0.9791425480015382,0.9791425480015382,0.002653087585264613,0.020857451998461785,-0.92163
2,0.008333,walk,1.546786,-1.511047,0.927425,-0.009062,0.000521,-0.555951,0.04464714354297155,0.048247719635116586,0.008161305808950914,0.021808269735308854,-0.02000019201319505,-0.07267692519315994,0.0007201152184823065,0.00048007681230377125,0.0,0.004560729716752579,-0.0033605376860198002,0.0012001920307250751,0.10218600000000011,0.07417300000000004,-0.922637,-0.1958040000000001,-0.030999,-0.921659,0.2979900000000002,0.10517200000000004,0.0009780000000000344,0.9985575486975276,0.9805685853082098,0.9805685853082098,0.0014424513024724472,0.019431414691790216,-0.921659
3,0.0125,walk,1.547027,-1.510847,0.927419,-0.009141,0.000557,-0.556081,0.05783537317013095,0.04799616030717013,-0.0014398848092300241,-0.022320100322468304,0.03489769398379731,-0.07521203757708644,0.0011999040076339598,-0.00047996160308555583,0.0007199424046077269,-0.00695944324450077,-0.0031197504199761833,0.005759539236860982,0.10194999999999999,0.07397100000000001,-0.922628,-0.19607399999999986,-0.031212000000000018,-0.921629,0.29802399999999984,0.10518300000000003,0.0009989999999999721,0.9975344316443348,0.9740814280844042,0.9740814280844042,0.0024655683556652486,0.025918571915595767,-0.921629
4,0.016667,walk,1.547233,-1.51059,0.92746,-0.009137,0.000543,-0.556221,0.049436045116426804,0.06167506599470882,0.009839212862960819,-0.002590858875504459,-0.007241081697047026,-0.08087196551566965,0.0028797696184600483,0.001439884809203381,0.0014398848092152456,-0.0028797696184600483,-0.004319654427610143,0.0011999040076793367,0.10175599999999996,0.07372000000000001,-0.9226629999999999,-0.19629200000000013,-0.03148699999999982,-0.921665,0.2980480000000001,0.10520699999999983,0.0009979999999999434,0.9941216948816978,0.981139269134021,0.981139269134021,0.0058783051183022295,0.018860730865978947,-0.921665
5,0.020833,walk,1.547488,-1.510291,0.927469,-0.009187,0.000566,-0.556225,0.06120979356694532,0.0717714834373618,0.002160345655313672,-0.013819344455986163,0.022510203573721205,-0.002484685075139912,0.0007201152184290074,0.0007201152184823067,-0.0004800768122900302,-0.0007201152184290074,-0.0021603456553403217,-0.0067210753720593815,0.10150400000000004,0.07342400000000016,-0.922674,-0.19655,-0.03179500000000002,-0.921702,0.29805400000000004,0.10521900000000017,0.0009719999999999729,0.9981235334613803,0.9784527112345052,0.9784527112345052,0.0018764665386197255,0.021547288765494832,-0.921702
6,0.025,walk,1.547682,-1.509971,0.927544,-0.009088,0.000453,-0.556337,0.04655627549796675,0.07679385649150419,0.017998560115202122,0.00896110369004523,-0.07197223526016681,-0.06395411238623444,-0.0007199424046016905,-0.0014398848092566675,0.0007199424046077269,-0.0021598272138050713,-0.0023998080153212063,0.0,0.10130700000000004,0.07309799999999989,-0.9227460000000001,-0.19675299999999996,-0.03212499999999996,-0.9217770000000001,0.29806,0.10522299999999984,0.0009689999999999976,0.9970608474408125,0.9849289808627679,0.9849289808627679,0.00293915255918753,0.015071019137232078,-0.9217770000000001
7,0.029167,walk,1.547853,-1.509664,0.927626,-0.009114,0.000297,-0.556517,0.041036717062616114,0.07367410607152806,0.019678425725921652,-0.05259100278508067,-0.05602964727963727,-0.1034079938519371,0.0026397888168906295,0.0,0.002399808015358675,-0.004319654427663433,-0.004319654427663433,0.0007199424046075193,0.1011470000000001,0.07279099999999983,-0.9228179999999999,-0.19694199999999995,-0.03245000000000009,-0.9218559999999999,0.29808900000000005,0.10524099999999992,0.0009620000000000184,0.9940540481772235,0.9801280156643245,0.9801280156643245,0.005945951822776463,0.019871984335675497,-0.9218559999999999
8,0.033333,walk,1.54811,-1.509403,0.927632,-0.00923,0.000202,-0.556721,0.06168987037930235,0.06265002400380329,0.0014402304368846632,-0.07227972405146951,-0.007770990795538682,-0.11780100640110813,-0.000960153624607542,-0.0014402304368580138,-0.0009601536245798513,-0.003600576092145034,-0.0033605376860197985,0.001440230436869881,0.10088599999999981,0.07252400000000003,-0.922828,-0.197214,-0.03272499999999989,-0.921856,0.2980999999999998,0.10524899999999993,0.0009719999999999729,0.9967009876575232,0.9817276082867987,0.9817276082867987,0.0032990123424767592,0.018272391713201275,-0.921856
9,0.0375,walk,1.548334,-1.509139,0.92766,-0.009276,7.1e-05,-0.556941,0.053755699544036986,0.06335493160548168,0.006719462443011285,-0.05402005601411155,-0.04089583014894499,-0.12667096609731374,0.00215982721385836,-0.0007199424046016911,0.0004799616030718183,-0.004319654427663433,-0.003839692824577877,0.0,0.10067099999999995,0.07225700000000002,-0.9228540000000001,-0.19745600000000008,-0.03300499999999995,-0.921884,0.29812700000000003,0.10526199999999997,0.0009700000000000264,0.9961221663407078,0.980667494937345,0.980667494937345,0.0038778336592921736,0.019332505062655048,-0.921884
10,0.041667,walk,1.548614,-1.508819,0.927665,-0.009354,6e-06,-0.557012,0.06719462443000616,0.07679385649150412,0.001199904007660602,-0.04868272426086382,-0.005373789402684184,-0.04084002480232447,0.0,-0.0014398848092033799,0.0,-0.0023998080153744905,-0.004079673626094005,0.000959923206143635,0.10039100000000012,0.07193099999999997,-0.922859,-0.19774599999999998,-0.03334199999999998,-0.921885,0.2981370000000001,0.10527299999999995,0.0009740000000000304,0.9976001919846611,0.9822107992170728,0.9822107992170728,0.0023998080153389,0.017789200782927228,-0.921885
