frame_id,timestamp,gait_type,root_position_x,root_position_y,root_position_z,root_orientation_x,root_orientation_y,root_orientation_z,root_linear_velocity_x,root_linear_velocity_y,root_linear_velocity_z,root_angular_velocity_x,root_angular_velocity_y,root_angular_velocity_z,left_linear_velocity_x,left_linear_velocity_y,left_linear_velocity_z,right_linear_velocity_x,right_linear_velocity_y,right_linear_velocity_z,left_pos_rel_x,left_pos_rel_y,left_pos_rel_z,right_pos_rel_x,right_pos_rel_y,right_pos_rel_z,step_length,step_width,step_height,left_contact_prob,right_contact_prob,support_type,left_swing_phase,right_swing_phase,max_foot_height
1,0.004167,walk,-0.292091,1.25979,0.97561,0.014462,-0.001568,-0.630503,0.09239260859131851,-0.3261339092872835,0.02735781137507739,-0.1770143794069691,0.13561107247297757,0.5909198720434327,-0.037197024238064855,0.026397888168959566,0.004319654427646778,0.006479481641468502,-0.004079673626094009,-0.0023998080153595064,-0.15843400000000002,0.07843500000000003,-0.9249649999999999,0.143054,-0.008386000000000005,-0.92567,0.301488,0.08682100000000004,0.0007050000000000667,0.9165896240346989,0.9866264670848062,0.9165896240346989,0.0834103759653011,0.013373532915193831,-0.9249649999999999
2,0.008333,walk,-0.291707,1.2585,0.97575,0.014497,-0.001988,-0.631269,0.09217474795967245,-0.3096495439270315,0.033605376860304605,-0.1439252803656328,0.1516706077869043,0.4713727796440095,-0.00048007681229044646,0.007201152184343372,0.020883341334612768,0.007441190590495258,-0.0038406144983235717,-0.00024003840614522323,-0.15882000000000002,0.07975500000000002,-0.925018,0.142701,-0.007112000000000007,-0.925811,0.30152100000000004,0.08686700000000003,0.0007930000000000437,0.9552445479085714,0.9860378233584411,0.9552445479085714,0.044755452091428616,0.013962176641558854,-0.925018
3,0.0125,walk,-0.291301,1.257153,0.975854,0.014834,-0.002526,-0.632119,0.0974322054235703,-0.3232541396688233,0.024958003359729534,-0.29249536679694677,0.10470729552378936,0.525319235149456,-0.0002399808015294563,0.006479481641468501,0.023998080153588397,0.006959443244540735,-0.0031197504199761833,0.0002399808015361171,-0.159227,0.081129,-0.925022,0.14232399999999998,-0.005778000000000061,-0.925914,0.301551,0.08690700000000007,0.0008920000000000039,0.9496490291574151,0.9872825269213714,0.9496490291574151,0.050350970842584886,0.012717473078628583,-0.925022
4,0.016667,walk,-0.290903,1.255739,0.975968,0.015047,-0.002737,-0.633044,0.09551235901126803,-0.3393328533717365,0.027357811375077385,-0.14750702395645748,0.021342379045370813,0.573285031819452,-0.0019198464122889367,0.008399328053757437,0.021598272138228892,0.008399328053757437,-0.005039596832211834,-0.0016798656107511545,-0.15963299999999997,0.08257800000000004,-0.9250459999999999,0.14196100000000003,-0.004384999999999861,-0.9260349999999999,0.30159400000000003,0.0869629999999999,0.0009890000000000176,0.9513543595016154,0.9834363017032175,0.9513543595016154,0.0486456404983846,0.016563698296782503,-0.9250459999999999
5,0.020833,walk,-0.290547,1.254409,0.976086,0.01517,-0.003442,-0.633776,0.08545367258761954,-0.3192510801727872,0.028324531925123023,-0.26336714539457856,0.2306535226604934,0.45091823501846084,0.0067210753720529275,0.009601536245808931,0.02328372539606334,0.007681228996640483,-0.0038406144983235725,-0.00048007681228878096,-0.15996100000000002,0.08394799999999991,-0.925067,0.141637,-0.003071000000000046,-0.9261550000000001,0.30159800000000003,0.08701899999999996,0.001088000000000089,0.9456748167624585,0.9856645280307454,0.9456748167624585,0.05432518323754154,0.014335471969254554,-0.925067
6,0.025,walk,-0.290169,1.252948,0.976137,0.01552,-0.004273,-0.634696,0.09071274298055901,-0.35061195104395404,0.01223902087833531,-0.38675210653511005,0.20995144984563263,0.5690246682772898,0.0074394048476129696,0.015358771298311494,0.021838252939765008,0.009839212862967479,-0.004079673626147294,-0.0009599232061444684,-0.160308,0.08547300000000013,-0.925027,0.1413,-0.001627000000000045,-0.92621,0.301608,0.08710000000000018,0.001182999999999934,0.9419775916608439,0.9821756019876966,0.9419775916608439,0.05802240833915606,0.0178243980123034,-0.925027
7,0.029167,walk,-0.289867,1.251554,0.976236,0.015655,-0.004991,-0.635551,0.07247420206384082,-0.33453323734098783,0.02375809935204231,-0.27231964630701605,0.23294562111087214,0.5282630517486587,0.006479481641468506,0.003839692824577877,0.03311735061195088,0.011279097672184192,-0.0040796736260940115,-0.003599712023038429,-0.16058300000000003,0.08688300000000004,-0.924988,0.14104499999999998,-0.0002500000000000835,-0.926324,0.301628,0.08713300000000013,0.0013360000000000039,0.9300349885688328,0.9791287207013158,0.9300349885688328,0.06996501143116718,0.020871279298684153,-0.924988
8,0.033333,walk,-0.289525,1.250077,0.976355,0.015569,-0.005947,-0.63641,0.08209313490158635,-0.35453672587612806,0.028564570331248235,-0.26312032635993327,0.3886629654397926,0.5284691012893925,0.004560729716752576,0.0064810369659143606,0.030484877580411684,0.014642342774845283,-0.005760921747485354,-0.001680268843014896,-0.16090600000000005,0.088387,-0.92498,0.14076399999999997,0.001202999999999843,-0.92645,0.30167,0.08718400000000015,0.0014699999999999713,0.9328031255746405,0.9736261006179341,0.9328031255746405,0.06719687442535949,0.026373899382065913,-0.92498
9,0.0375,walk,-0.289231,1.248607,0.976465,0.015688,-0.006957,-0.637277,0.07055435565153856,-0.3527717782577594,0.02639788816895958,-0.3555104990029758,0.3460387674727995,0.5357611821175932,0.006719462443011285,0.009119270458359136,0.02855771538276965,0.013678905687545364,-0.003119750419976186,-0.005039596832253468,-0.16117199999999998,0.08989500000000006,-0.924971,0.140527,0.0026599999999998847,-0.926581,0.301699,0.08723500000000017,0.0016100000000000003,0.9326962843932032,0.9751536477233824,0.9326962843932032,0.06730371560679682,0.024846352276617578,-0.924971
10,0.041667,walk,-0.288914,1.247107,0.976568,0.015627,-0.007882,-0.638161,0.07607391408687579,-0.359971202303829,0.024718022558186736,-0.26299176402570446,0.3698349237860356,0.5460627976179907,-0.011999040076792523,-0.021598272138263843,0.051355891528677394,0.014158867290617575,-0.005519558435297385,-0.0011999040076789193,-0.161539,0.09130499999999997,-0.92486,0.140269,0.004137000000000057,-0.926689,0.30180799999999997,0.08716799999999991,0.0018289999999999695,0.8867262306726352,0.9745933725891569,0.8867262306726352,0.11327376932736477,0.025406627410843097,-0.92486
