frame_id,timestamp,gait_type,root_position_x,root_position_y,root_position_z,root_orientation_x,root_orientation_y,root_orientation_z,root_linear_velocity_x,root_linear_velocity_y,root_linear_velocity_z,root_angular_velocity_x,root_angular_velocity_y,root_angular_velocity_z,left_linear_velocity_x,left_linear_velocity_y,left_linear_velocity_z,right_linear_velocity_x,right_linear_velocity_y,right_linear_velocity_z,left_pos_rel_x,left_pos_rel_y,left_pos_rel_z,right_pos_rel_x,right_pos_rel_y,right_pos_rel_z,step_length,step_width,step_height,left_contact_prob,right_contact_prob,support_type,left_swing_phase,right_swing_phase,max_foot_height
1,0.004167,walk,-1.468108,-1.318658,0.886642,-0.02484,0.01661,0.656442,0.0,0.0,0.0,0.0,0.0,0.0,0.00023998080156942118,0.00023998080151613473,-0.0035997120230384268,-0.00047996160308555594,-0.0026397888168906277,-0.0014398848092152458,0.43164500000000006,-0.24040299999999992,-0.9013190000000001,0.16719799999999996,-0.030404999999999793,-0.893352,0.2644470000000001,0.20999800000000013,0.007967000000000057,0.9939738744207166,0.9152549749858234,0.9152549749858234,0.006026125579283392,0.08474502501417658,-0.893352
2,0.008333,walk,-1.468108,-1.318658,0.886642,-0.02484,0.01661,0.656442,0.0,0.0,0.0,0.0,0.0,0.0,0.004800768122877815,-0.0028804608737160293,0.0007201152184352533,0.0016802688430365498,0.0012001920306794792,0.001920307249159912,0.43166499999999997,-0.24041499999999982,-0.901316,0.16720500000000005,-0.030399999999999983,-0.893344,0.2644599999999999,0.21001499999999984,0.007971999999999979,0.9905921139252353,0.9155803120001424,0.9155803120001424,0.009407886074764726,0.08441968799985755,-0.893344
3,0.0125,walk,-1.468108,-1.318658,0.886642,-0.02484,0.01661,0.656442,0.0,0.0,0.0,0.0,0.0,0.0,-0.004079673626094008,0.0007199424046016905,0.0014398848092150374,-0.00023998080156942112,-0.00047996160303226935,-0.0014398848092154538,0.43164800000000003,-0.24041199999999985,-0.9013100000000001,0.1672039999999999,-0.030401999999999818,-0.8933500000000001,0.2644440000000001,0.21001000000000003,0.007959999999999967,0.9926903180215858,0.9178389551886232,0.9178389551886232,0.007309681978414195,0.08216104481137676,-0.8933500000000001
4,0.016667,walk,-1.468108,-1.318658,0.886642,-0.02484,0.01661,0.656442,0.0,0.0,0.0,0.0,0.0,0.0,-0.006479481641468501,0.0016798656107195158,-0.0002399808015357008,-0.0007199424046016905,-0.0026397888168906273,0.0028797696184306994,0.43162100000000003,-0.24040499999999998,-0.9013110000000001,0.16720099999999993,-0.0304129999999998,-0.8933380000000001,0.2644200000000001,0.20999200000000018,0.007973000000000008,0.988836664477293,0.9136493515089865,0.9136493515089865,0.011163335522706985,0.08635064849101348,-0.8933380000000001
5,0.020833,walk,-1.468108,-1.318658,0.886642,-0.02484,0.01661,0.656442,0.0,0.0,0.0,0.0,0.0,0.0,0.008161305808897618,-0.0024003840614122583,0.0019203072491597042,0.003120499279894565,0.0031204992798412657,-0.0007201152184350452,0.4316549999999999,-0.24041499999999982,-0.9013030000000001,0.16721399999999997,-0.030399999999999983,-0.893341,0.2644409999999999,0.21001499999999984,0.007962000000000025,0.9854649526928299,0.9129276332172751,0.9129276332172751,0.014535047307170146,0.0870723667827249,-0.893341
6,0.025,walk,-1.468108,-1.318658,0.886642,-0.02484,0.01661,0.656442,0.0,0.0,0.0,0.0,0.0,0.0,0.00047996160308555583,-0.0019198464122889367,-0.0011999040076793367,-0.001439884809203381,-0.001439884809203381,0.0007199424046077269,0.43165699999999996,-0.24042299999999983,-0.901308,0.16720800000000002,-0.030405999999999933,-0.8933380000000001,0.26444899999999993,0.2100169999999999,0.007969999999999922,0.996142848267734,0.9167002879769882,0.9167002879769882,0.003857151732265973,0.08329971202301178,-0.8933380000000001
7,0.029167,walk,-1.468108,-1.318658,0.886642,-0.02484,0.01661,0.656442,0.0,0.0,0.0,0.0,0.0,0.0,0.003599712023061742,0.0019198464122889385,0.004319654427645948,0.0009599232061178259,0.00023998080156942131,0.0,0.43167200000000006,-0.24041499999999982,-0.90129,0.16721199999999992,-0.030404999999999793,-0.8933380000000001,0.26446000000000014,0.21001000000000003,0.007951999999999959,0.9900972574968632,0.9188308896786066,0.9188308896786066,0.00990274250313683,0.0811691103213934,-0.8933380000000001
8,0.033333,walk,-1.468108,-1.318658,0.886642,-0.02484,0.01661,0.656442,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002400384061785351,-0.0016802688430365487,0.004560729716754659,0.0019203072491617847,0.0007201152184290069,0.0009601536245798513,0.4316709999999999,-0.2404219999999999,-0.901271,0.16721999999999992,-0.030401999999999818,-0.8933340000000001,0.264451,0.2100200000000001,0.007936999999999972,0.9918894483386337,0.9168558036757659,0.9168558036757659,0.008110551661366316,0.08314419632423409,-0.8933340000000001
9,0.0375,walk,-1.468108,-1.318658,0.886642,-0.02484,0.01661,0.656442,0.0,0.0,0.0,0.0,0.0,0.0,0.00791936645067189,-0.0023998080153744944,-0.0016798656107511558,0.0,-0.0019198464122889385,-0.0009599232061434284,0.43170399999999987,-0.24043199999999998,-0.901278,0.16721999999999992,-0.030409999999999826,-0.8933380000000001,0.26448399999999994,0.21002200000000015,0.007939999999999947,0.9859270361685106,0.9170225774298032,0.9170225774298032,0.014072963831489371,0.0829774225701968,-0.8933380000000001
10,0.041667,walk,-1.468108,-1.318658,0.886642,-0.02484,0.01661,0.656442,0.0,0.0,0.0,0.0,0.0,0.0,0.00023998080156942094,-0.00047996160303226897,0.0,0.0007199424046016899,0.0,-0.00023998080153590876,0.431705,-0.24043399999999981,-0.901278,0.1672229999999999,-0.030409999999999826,-0.893339,0.2644820000000001,0.210024,0.00793900000000003,0.9991056443574853,0.9193451901207323,0.9193451901207323,0.0008943556425147214,0.08065480987926765,-0.893339
