Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,0.028825,0.026246,-0.345422,-0.937637,-0.871607,-1.243426,0.005408,-0.004126,-0.006312,0.146811,0.989136,-0.743544,-1.44836,0.006679,-0.043247,0.054347,0.352642,0.933177,-0.819371,-1.384569,0.925516,jog
1,0.004167,0.028803,0.026207,-0.345444,-0.937631,-0.871615,-1.243428,0.005413,-0.004332,-0.006441,0.146812,0.989134,-0.743467,-1.448339,0.006721,-0.043457,0.054476,0.352618,0.933169,-0.819142,-1.38479,0.92546,jog
2,0.008333,0.028757,0.026183,-0.345441,-0.937634,-0.871619,-1.243428,0.005415,-0.00408,-0.006466,0.146812,0.989135,-0.743468,-1.448362,0.006718,-0.04347,0.054803,0.352801,0.93308,-0.818861,-1.385106,0.925414,jog
3,0.0125,0.028709,0.026164,-0.345443,-0.937636,-0.871629,-1.243435,0.005425,-0.003968,-0.006394,0.146852,0.98913,-0.743472,-1.44838,0.006729,-0.043634,0.055182,0.352712,0.933084,-0.818604,-1.385307,0.925346,jog
4,0.016667,0.028727,0.026223,-0.345444,-0.937633,-0.871635,-1.243437,0.005422,-0.003762,-0.006454,0.146889,0.989125,-0.743478,-1.448406,0.006731,-0.043914,0.055644,0.352669,0.933059,-0.818325,-1.385467,0.925319,jog
5,0.020833,0.028743,0.026211,-0.345447,-0.937632,-0.871638,-1.243443,0.005433,-0.00369,-0.006513,0.147015,0.989106,-0.743483,-1.448425,0.006744,-0.043354,0.056526,0.352602,0.933058,-0.818004,-1.385687,0.925337,jog
6,0.025,0.028694,0.026244,-0.345414,-0.937644,-0.871645,-1.243441,0.00543,-0.003332,-0.006351,0.146968,0.989115,-0.743555,-1.448458,0.006718,-0.043381,0.056672,0.352852,0.932953,-0.817749,-1.386028,0.925289,jog
7,0.029167,0.028625,0.026188,-0.345425,-0.937644,-0.871648,-1.243452,0.005432,-0.003029,-0.006296,0.147,0.989112,-0.743582,-1.448469,0.006695,-0.043625,0.056945,0.352878,0.932915,-0.817493,-1.386212,0.925265,jog
8,0.033333,0.028588,0.026115,-0.345401,-0.937656,-0.871657,-1.243452,0.005433,-0.002775,-0.006344,0.146988,0.989114,-0.743584,-1.44848,0.006699,-0.043874,0.057294,0.352889,0.932878,-0.81723,-1.386388,0.925229,jog
9,0.0375,0.028512,0.026133,-0.345401,-0.937658,-0.871657,-1.243457,0.005435,-0.002998,-0.006524,0.14711,0.989094,-0.743505,-1.448483,0.006738,-0.04391,0.057747,0.352945,0.932827,-0.816947,-1.386562,0.925235,jog
10,0.041667,0.028525,0.026149,-0.34543,-0.937646,-0.871648,-1.243461,0.005449,-0.002871,-0.006531,0.147115,0.989094,-0.743502,-1.44851,0.006747,-0.044063,0.057823,0.353284,0.932687,-0.816692,-1.386892,0.925193,jog
11,0.045833,0.028468,0.026107,-0.345376,-0.937669,-0.871643,-1.243467,0.005446,-0.002795,-0.006512,0.147142,0.98909,-0.743508,-1.44853,0.006757,-0.044305,0.058086,0.353342,0.932638,-0.816435,-1.38708,0.925178,jog
12,0.05,0.028417,0.026059,-0.345409,-0.93766,-0.871634,-1.243478,0.005447,-0.002599,-0.006548,0.14715,0.989089,-0.743506,-1.44855,0.00677,-0.044546,0.058422,0.353329,0.93261,-0.816176,-1.387278,0.925138,jog
13,0.054167,0.028305,0.025974,-0.345372,-0.937679,-0.871635,-1.243487,0.00545,-0.002565,-0.006523,0.147163,0.989087,-0.743502,-1.448566,0.006778,-0.044563,0.059213,0.353279,0.932578,-0.815851,-1.387459,0.92514,jog
14,0.058333,0.028206,0.025864,-0.345349,-0.937694,-0.871636,-1.243494,0.005457,-0.002618,-0.006481,0.147137,0.989091,-0.743501,-1.448576,0.006795,-0.044432,0.059672,0.353564,0.932447,-0.815549,-1.387819,0.9251,jog
15,0.0625,0.02807,0.025872,-0.345322,-0.937707,-0.871637,-1.243507,0.005464,-0.002565,-0.006378,0.147152,0.98909,-0.743494,-1.448598,0.006817,-0.044443,0.060037,0.353529,0.932436,-0.815299,-1.388055,0.925083,jog
16,0.066667,0.028063,0.025855,-0.345381,-0.937687,-0.871627,-1.243517,0.00547,-0.002597,-0.006275,0.14717,0.989088,-0.743488,-1.44861,0.006836,-0.043033,0.06043,0.35315,0.932621,-0.81506,-1.388577,0.925256,jog
17,0.070833,0.027875,0.025708,-0.345288,-0.93773,-0.871631,-1.243533,0.005477,-0.002513,-0.006272,0.147186,0.989086,-0.743493,-1.448632,0.006844,-0.04292,0.060778,0.353238,0.93257,-0.814788,-1.388786,0.925331,jog
18,0.075,0.027862,0.025687,-0.345281,-0.937734,-0.871627,-1.243541,0.005485,-0.002567,-0.006344,0.147195,0.989084,-0.743493,-1.448638,0.006855,-0.044721,0.061257,0.353578,0.932325,-0.814405,-1.388803,0.925089,jog
19,0.079167,0.027771,0.025627,-0.345285,-0.937737,-0.87161,-1.243553,0.005496,-0.002486,-0.006353,0.14725,0.989076,-0.743505,-1.448658,0.006868,-0.044991,0.061833,0.353537,0.93229,-0.814103,-1.388997,0.925077,jog
20,0.083333,0.027567,0.025514,-0.345261,-0.937755,-0.871608,-1.243573,0.005516,-0.002301,-0.006371,0.147294,0.98907,-0.743514,-1.448678,0.006886,-0.045441,0.062367,0.353493,0.932249,-0.813808,-1.389173,0.925066,jog
21,0.0875,0.027376,0.025333,-0.345249,-0.93777,-0.871608,-1.243594,0.005534,-0.002004,-0.006396,0.147325,0.989065,-0.743528,-1.448703,0.006905,-0.045587,0.062934,0.353466,0.932214,-0.813512,-1.389405,0.925028,jog
22,0.091667,0.02725,0.025242,-0.345207,-0.937791,-0.871594,-1.243621,0.00555,-0.00152,-0.006411,0.147388,0.989057,-0.74354,-1.44873,0.006913,-0.045257,0.063364,0.353678,0.932121,-0.813236,-1.38979,0.924998,jog
23,0.095833,0.02699,0.025101,-0.345141,-0.937827,-0.871584,-1.243635,0.005561,-0.001197,-0.006463,0.147474,0.989044,-0.743549,-1.448759,0.006923,-0.045657,0.063753,0.3537,0.932066,-0.812963,-1.389977,0.924947,jog
24,0.1,0.026927,0.025029,-0.345109,-0.937842,-0.871572,-1.243652,0.00558,-0.000848,-0.00648,0.14759,0.989027,-0.743565,-1.448792,0.006935,-0.045923,0.064209,0.353675,0.932031,-0.812687,-1.390166,0.924905,jog
25,0.104167,0.026685,0.02486,-0.345097,-0.937858,-0.871554,-1.243674,0.005602,-0.000469,-0.006522,0.147739,0.989005,-0.743573,-1.448806,0.006942,-0.045993,0.064743,0.353681,0.931989,-0.812397,-1.390371,0.924887,jog
