Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.020385,-0.016212,0.320319,0.946952,-0.911982,-1.148699,0.005729,-0.022111,-0.006322,0.084913,0.996123,-0.78444,-1.405715,0.006769,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
1,0.004167,-0.020273,-0.016121,0.320281,0.946968,-0.91199,-1.1487,0.005723,-0.022711,-0.006157,0.085071,0.996097,-0.784423,-1.405736,0.006851,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
2,0.008333,-0.020203,-0.016131,0.320237,0.946985,-0.911989,-1.148703,0.005725,-0.022759,-0.006097,0.085033,0.9961,-0.784417,-1.405723,0.006864,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
3,0.0125,-0.020169,-0.016122,0.320285,0.946969,-0.911989,-1.148706,0.005725,-0.022841,-0.006013,0.084924,0.996108,-0.784416,-1.405709,0.006863,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
4,0.016667,-0.019976,-0.016005,0.320141,0.947024,-0.911992,-1.148711,0.005717,-0.022841,-0.006043,0.084936,0.996106,-0.784415,-1.40571,0.006857,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
5,0.020833,-0.019999,-0.01602,0.320114,0.947032,-0.912001,-1.148715,0.005718,-0.022896,-0.006106,0.085018,0.996098,-0.784415,-1.405705,0.006857,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
6,0.025,-0.020069,-0.016057,0.32018,0.947008,-0.911984,-1.148712,0.005721,-0.022933,-0.006068,0.084999,0.996099,-0.784406,-1.405707,0.006867,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
7,0.029167,-0.02002,-0.016028,0.320209,0.947,-0.911977,-1.148714,0.005724,-0.022977,-0.006167,0.085061,0.996092,-0.784408,-1.405702,0.006878,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
8,0.033333,-0.019904,-0.015913,0.320207,0.947005,-0.911977,-1.148717,0.005713,-0.022871,-0.006034,0.08494,0.996105,-0.784409,-1.405699,0.00687,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
9,0.0375,-0.019905,-0.015856,0.320305,0.946972,-0.911961,-1.14872,0.005712,-0.022891,-0.00607,0.084991,0.9961,-0.784413,-1.405702,0.006877,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
10,0.041667,-0.019825,-0.015842,0.320318,0.94697,-0.911956,-1.148722,0.005706,-0.022822,-0.006048,0.084986,0.996102,-0.784409,-1.405693,0.006878,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
11,0.045833,-0.019629,-0.015781,0.320221,0.947008,-0.911965,-1.148724,0.005701,-0.02278,-0.006076,0.084965,0.996105,-0.784411,-1.405696,0.00688,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
12,0.05,-0.019678,-0.015741,0.320275,0.94699,-0.911959,-1.148729,0.005699,-0.022901,-0.006104,0.084995,0.996099,-0.784414,-1.405704,0.006883,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
13,0.054167,-0.019655,-0.015747,0.320244,0.947,-0.911962,-1.148732,0.005699,-0.022808,-0.006087,0.084931,0.996107,-0.784422,-1.4057,0.006882,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
14,0.058333,-0.019626,-0.015684,0.320285,0.946988,-0.91196,-1.148735,0.005702,-0.022862,-0.006144,0.084978,0.996102,-0.784409,-1.405702,0.006886,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
15,0.0625,-0.019605,-0.015671,0.320259,0.946998,-0.911951,-1.148737,0.0057,-0.022851,-0.00607,0.084954,0.996104,-0.784415,-1.4057,0.006879,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
16,0.066667,-0.019613,-0.015638,0.320325,0.946975,-0.911949,-1.14874,0.005698,-0.022706,-0.006013,0.084915,0.996111,-0.784421,-1.405701,0.006881,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
17,0.070833,-0.019374,-0.015587,0.320257,0.947004,-0.911954,-1.14874,0.005692,-0.022783,-0.006132,0.085003,0.996101,-0.784418,-1.405711,0.006886,-0.317405,0.163559,0.833677,0.421289,-1.269759,-1.171782,0.040753,jog
