Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,0.002235,-0.030781,0.967724,-0.250117,0.241535,-1.700306,-0.004481,0.002251,-0.045751,0.981966,-0.183423,0.088091,-1.42806,0.003492,-0.014368,-0.022767,0.956077,-0.291878,0.178259,-1.621014,0.92152,walk
1,0.004167,0.002244,-0.030809,0.967719,-0.250131,0.241543,-1.700307,-0.004479,0.002307,-0.045821,0.981959,-0.183442,0.088088,-1.428055,0.003486,-0.01438,-0.022789,0.956146,-0.291647,0.178344,-1.620992,0.921505,walk
2,0.008333,0.00232,-0.030918,0.967722,-0.250105,0.241539,-1.700307,-0.004474,0.002295,-0.045813,0.981957,-0.183455,0.088093,-1.428051,0.003493,-0.014395,-0.022829,0.956212,-0.291429,0.178425,-1.620965,0.921496,walk
3,0.0125,0.002337,-0.030985,0.967725,-0.250084,0.241538,-1.700301,-0.004473,0.002312,-0.045827,0.981956,-0.183459,0.088094,-1.428051,0.003491,-0.014395,-0.022868,0.956272,-0.291227,0.178499,-1.620947,0.921486,walk
4,0.016667,0.002379,-0.030978,0.967716,-0.250122,0.241539,-1.700304,-0.004474,0.002304,-0.045791,0.981959,-0.183451,0.088093,-1.428049,0.003497,-0.01441,-0.022906,0.956335,-0.291016,0.178577,-1.62093,0.921484,walk
5,0.020833,0.002347,-0.030949,0.967718,-0.250118,0.24155,-1.700305,-0.004471,0.002358,-0.045844,0.981954,-0.183463,0.088094,-1.428051,0.003491,-0.014404,-0.022932,0.956391,-0.29083,0.178645,-1.620905,0.921479,walk
6,0.025,0.002403,-0.031033,0.967714,-0.250122,0.241541,-1.700301,-0.004467,0.002343,-0.045785,0.981959,-0.183451,0.0881,-1.42805,0.003492,-0.014408,-0.022974,0.956448,-0.290641,0.178713,-1.620891,0.921479,walk
7,0.029167,0.002378,-0.030939,0.967719,-0.250114,0.241547,-1.700304,-0.004473,0.002347,-0.045761,0.981964,-0.183429,0.0881,-1.428048,0.003492,-0.01436,-0.022966,0.956501,-0.29047,0.178779,-1.620877,0.921476,walk
8,0.033333,0.002405,-0.030955,0.967719,-0.250112,0.241542,-1.7003,-0.004476,0.002339,-0.045753,0.981959,-0.183459,0.088104,-1.428047,0.003492,-0.014328,-0.022991,0.956555,-0.290291,0.178842,-1.620857,0.921481,walk
9,0.0375,0.0024,-0.031003,0.967713,-0.250129,0.241546,-1.700293,-0.004468,0.002352,-0.045801,0.981959,-0.18345,0.0881,-1.428047,0.003494,-0.014292,-0.023013,0.956612,-0.290103,0.178907,-1.620847,0.921491,walk
10,0.041667,0.002394,-0.030945,0.967717,-0.250122,0.241544,-1.700293,-0.004467,0.002367,-0.045727,0.981958,-0.183472,0.088108,-1.428042,0.003493,-0.01422,-0.02301,0.956664,-0.289937,0.178967,-1.620836,0.921494,walk
11,0.045833,0.002404,-0.030986,0.967704,-0.250166,0.241539,-1.700295,-0.004466,0.002375,-0.045784,0.981961,-0.18344,0.088105,-1.428046,0.003494,-0.014176,-0.023019,0.956714,-0.289771,0.179027,-1.620825,0.921505,walk
12,0.05,0.002366,-0.03094,0.967712,-0.250143,0.241546,-1.70029,-0.004466,0.002383,-0.045754,0.981961,-0.183448,0.088112,-1.428045,0.00349,-0.01413,-0.023055,0.95677,-0.289586,0.179087,-1.620813,0.921515,walk
13,0.054167,0.002386,-0.030961,0.967708,-0.250152,0.241541,-1.700291,-0.00447,0.002357,-0.045782,0.981958,-0.183459,0.088106,-1.428041,0.003489,-0.014057,-0.023073,0.956822,-0.289416,0.179144,-1.620801,0.921525,walk
14,0.058333,0.002395,-0.030884,0.967709,-0.250159,0.241541,-1.700296,-0.004475,0.002369,-0.045757,0.981954,-0.183486,0.088112,-1.428041,0.003492,-0.013969,-0.023089,0.956874,-0.289248,0.179206,-1.620795,0.921537,walk
15,0.0625,0.002431,-0.031012,0.967697,-0.250188,0.241535,-1.700293,-0.004468,0.002368,-0.045724,0.981962,-0.183453,0.088111,-1.428039,0.003487,-0.013917,-0.023127,0.956929,-0.289063,0.179261,-1.620778,0.921545,walk
16,0.066667,0.002411,-0.031008,0.967695,-0.2502,0.241538,-1.700287,-0.004464,0.002399,-0.04574,0.981963,-0.183442,0.088106,-1.42804,0.003492,-0.013849,-0.023139,0.956979,-0.288902,0.179316,-1.620772,0.921555,walk
17,0.070833,0.002388,-0.030931,0.967694,-0.250211,0.241535,-1.700289,-0.004459,0.002391,-0.045718,0.981961,-0.183457,0.088109,-1.428034,0.003492,-0.013796,-0.023176,0.957029,-0.288736,0.179364,-1.62077,0.921561,walk
18,0.075,0.002397,-0.030907,0.967696,-0.250208,0.241534,-1.700292,-0.004465,0.002383,-0.04575,0.981967,-0.183416,0.088107,-1.428037,0.003487,-0.013746,-0.023219,0.957081,-0.28856,0.179419,-1.62077,0.92157,walk
19,0.079167,0.002398,-0.030957,0.967693,-0.250213,0.241532,-1.700289,-0.00446,0.002392,-0.045731,0.981963,-0.183443,0.08811,-1.428033,0.003492,-0.013681,-0.023235,0.957131,-0.288398,0.179467,-1.620768,0.921577,walk
20,0.083333,0.002363,-0.030925,0.967678,-0.250274,0.241544,-1.700289,-0.004463,0.002392,-0.045738,0.981964,-0.183436,0.088111,-1.428035,0.003494,-0.013611,-0.02327,0.957179,-0.288238,0.179514,-1.620767,0.92158,walk
21,0.0875,0.002421,-0.030956,0.967686,-0.250239,0.241532,-1.70029,-0.004463,0.002392,-0.045743,0.98196,-0.183459,0.088107,-1.428025,0.003499,-0.013555,-0.023303,0.957231,-0.288066,0.179566,-1.620766,0.921589,walk
22,0.091667,0.002406,-0.03095,0.96768,-0.250263,0.241527,-1.70029,-0.004463,0.00241,-0.045789,0.981959,-0.183453,0.088104,-1.428028,0.003495,-0.0135,-0.023339,0.95728,-0.287902,0.179611,-1.62077,0.921592,walk
23,0.095833,0.002395,-0.031002,0.967675,-0.250278,0.241529,-1.700284,-0.004457,0.002396,-0.045802,0.981962,-0.18343,0.088102,-1.428025,0.003495,-0.013443,-0.023398,0.957327,-0.287743,0.179652,-1.62077,0.921597,walk
24,0.1,0.00237,-0.030979,0.967666,-0.250314,0.241529,-1.700284,-0.004453,0.00239,-0.04574,0.981961,-0.18345,0.088102,-1.42802,0.003497,-0.013396,-0.023419,0.957376,-0.287581,0.179688,-1.620774,0.921592,walk
25,0.104167,0.002367,-0.030971,0.967674,-0.250283,0.241518,-1.700279,-0.00445,0.002425,-0.045814,0.981958,-0.183451,0.088098,-1.428019,0.003506,-0.013318,-0.023455,0.957426,-0.287415,0.179729,-1.62078,0.921595,walk
26,0.108333,0.002396,-0.030976,0.967664,-0.250322,0.241517,-1.700277,-0.004449,0.002412,-0.045783,0.981961,-0.183439,0.088103,-1.428024,0.003504,-0.013279,-0.023467,0.957482,-0.287231,0.179769,-1.620784,0.921596,walk
27,0.1125,0.002362,-0.030888,0.967668,-0.250319,0.24152,-1.70028,-0.004452,0.002413,-0.045808,0.981959,-0.183448,0.088097,-1.428025,0.003506,-0.013194,-0.023479,0.957527,-0.287085,0.179804,-1.620791,0.921591,walk
28,0.116667,0.00238,-0.030892,0.967666,-0.250326,0.241512,-1.70028,-0.004447,0.002459,-0.045791,0.981965,-0.183416,0.0881,-1.42802,0.003504,-0.013146,-0.02348,0.95758,-0.28691,0.179835,-1.620799,0.921587,walk
29,0.120833,0.002413,-0.030963,0.967664,-0.250325,0.241507,-1.700274,-0.004443,0.002442,-0.045781,0.981965,-0.183419,0.088101,-1.428014,0.003501,-0.013115,-0.023485,0.957626,-0.286756,0.179855,-1.620808,0.921573,walk
30,0.125,0.002366,-0.030901,0.967656,-0.250362,0.241507,-1.700272,-0.004448,0.002423,-0.045828,0.981965,-0.183409,0.088103,-1.428015,0.003506,-0.013091,-0.023487,0.957678,-0.286584,0.179879,-1.620826,0.921562,walk
31,0.129167,0.002358,-0.030839,0.967658,-0.250363,0.241499,-1.700276,-0.004452,0.002471,-0.045873,0.981964,-0.183401,0.088101,-1.428016,0.00351,-0.013116,-0.023502,0.957728,-0.286414,0.179893,-1.62084,0.921543,walk
32,0.133333,0.002317,-0.030752,0.967673,-0.250317,0.241498,-1.700274,-0.004456,0.002467,-0.045824,0.981969,-0.183389,0.088105,-1.428019,0.003507,-0.013119,-0.023493,0.957784,-0.286228,0.179916,-1.62085,0.921529,walk
33,0.1375,0.002329,-0.030773,0.96767,-0.250323,0.241492,-1.700271,-0.004453,0.002484,-0.045884,0.981965,-0.183392,0.088108,-1.428018,0.003505,-0.013116,-0.023446,0.957846,-0.286023,0.17995,-1.620859,0.921523,walk
34,0.141667,0.002285,-0.030734,0.96766,-0.25037,0.241501,-1.700265,-0.004457,0.002472,-0.045834,0.981971,-0.183373,0.088105,-1.428025,0.003507,-0.013122,-0.02339,0.957914,-0.2858,0.179981,-1.62087,0.921505,walk
35,0.145833,0.002274,-0.030729,0.967663,-0.25036,0.241495,-1.700267,-0.004457,0.00245,-0.045866,0.98197,-0.183371,0.088106,-1.428023,0.003508,-0.01315,-0.023287,0.957988,-0.285559,0.180027,-1.620886,0.92149,walk
36,0.15,0.002301,-0.030748,0.967663,-0.250355,0.241485,-1.70027,-0.004461,0.002495,-0.045865,0.981976,-0.183339,0.088104,-1.428021,0.003509,-0.01318,-0.023216,0.958066,-0.285302,0.180074,-1.620891,0.921468,walk
37,0.154167,0.002278,-0.030732,0.967661,-0.250363,0.241488,-1.700265,-0.004454,0.002473,-0.045888,0.981976,-0.183332,0.088107,-1.428024,0.003504,-0.013284,-0.023106,0.95814,-0.285055,0.180116,-1.620902,0.921432,walk
38,0.158333,0.002268,-0.030696,0.967663,-0.250362,0.241485,-1.700261,-0.00446,0.002473,-0.045893,0.981975,-0.183336,0.088114,-1.428025,0.003502,-0.013436,-0.02292,0.958256,-0.284676,0.18019,-1.62092,0.921383,walk
39,0.1625,0.002258,-0.03071,0.96766,-0.250373,0.241475,-1.70026,-0.004463,0.002506,-0.045914,0.98198,-0.183305,0.088107,-1.428023,0.003502,-0.013516,-0.022764,0.958364,-0.284318,0.180279,-1.620925,0.921347,walk
40,0.166667,0.003002,-0.032031,0.967635,-0.250297,0.241358,-1.700256,-0.00437,0.002464,-0.045907,0.981984,-0.183284,0.088117,-1.428022,0.003494,-0.013688,-0.022559,0.958468,-0.283975,0.180356,-1.620933,0.921291,walk
41,0.170833,0.003237,-0.032612,0.967642,-0.25019,0.241289,-1.700245,-0.004355,0.002482,-0.045909,0.981986,-0.183277,0.088113,-1.428021,0.003493,-0.013853,-0.022359,0.958586,-0.283587,0.18045,-1.62093,0.921237,walk
42,0.175,0.003199,-0.032524,0.96766,-0.250132,0.241297,-1.70025,-0.004352,0.002471,-0.045933,0.981982,-0.183288,0.088116,-1.428026,0.003491,-0.014095,-0.022237,0.958682,-0.283259,0.180533,-1.620933,0.921188,walk
43,0.179167,0.002108,-0.03064,0.967673,-0.250333,0.24147,-1.700257,-0.004466,0.002477,-0.045966,0.981982,-0.183281,0.088114,-1.428029,0.003489,-0.01428,-0.022122,0.958773,-0.28295,0.180623,-1.620936,0.92114,walk
44,0.183333,0.002149,-0.030666,0.967667,-0.250352,0.241471,-1.700257,-0.004465,0.002452,-0.045944,0.981984,-0.183276,0.088113,-1.42803,0.003491,-0.013884,-0.023355,0.958406,-0.284112,0.180356,-1.62104,0.921264,walk
45,0.1875,0.002904,-0.032009,0.967645,-0.250261,0.241349,-1.700253,-0.004381,0.002466,-0.045967,0.981989,-0.183243,0.088115,-1.428031,0.003491,-0.013805,-0.023491,0.958421,-0.284055,0.180372,-1.621067,0.921262,walk
46,0.191667,0.003161,-0.032542,0.967663,-0.250119,0.241285,-1.700245,-0.004355,0.002418,-0.045956,0.981991,-0.183236,0.088113,-1.428029,0.003488,-0.013594,-0.023635,0.958439,-0.283992,0.180386,-1.621104,0.921287,walk
47,0.195833,0.003126,-0.032541,0.967658,-0.250139,0.241287,-1.700244,-0.004352,0.00247,-0.045975,0.981991,-0.183231,0.08812,-1.428034,0.003488,-0.013387,-0.023742,0.958454,-0.283942,0.180371,-1.62115,0.921299,walk
48,0.2,0.003062,-0.032441,0.967667,-0.250117,0.241286,-1.70025,-0.004358,0.002468,-0.046021,0.981989,-0.18323,0.088116,-1.428033,0.003486,-0.013148,-0.023834,0.958477,-0.283869,0.180348,-1.621191,0.921321,walk
49,0.204167,0.002105,-0.030669,0.967678,-0.25031,0.24146,-1.700259,-0.004466,0.002467,-0.046047,0.981991,-0.183213,0.088113,-1.428034,0.003483,-0.012919,-0.02391,0.958508,-0.283766,0.18031,-1.621241,0.921334,walk
